Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem
0,0,141.68274619362572,42.55723571777344,2674.6200000000003,885974.0,TVJ571,127.067777668,-0.892704312693709,34610D,254.47546,19.26317,1.1697904,160.09911456534337,70444.71606186748,0.2980989356682731,1.0872635898916292,65.23581539349775,87314.38476551704,1619.8693747777083,2023-02-05 15:00:00,0.001046946580024,0.7305820758235784,1.049557758043218,0.5436317949458146,0.437082824398576,0.0140655525021519,0.0008337218613391,0.000185271524742,9.023495912107308e-05,1625985659212527.2,206.07994082805936,80.69670364175671,0.0782829784721972,0.001597611805555,0.0013047163078699,0.9175777864379346,0.0543885254358466,0.0120863389857437,0.0058865511352621,1.0607250029686317e+17,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5006372602159741,43.65719238275852,14.065552502151943,90.23495912107308,1625985659212527.2,17.9020572823709,685.109637791048,1311.52102375213,0.104694658002,0.0177632250155066,0.635396133174334,43.6576817296254,35.7703138151804,35.73290337419846,0.1046946580023999,0.541818035480395,16.541976731802688,7395167573439660.0,87.69592010749825
1,1,141.59485556862572,42.52262878417969,3200.4,885974.0,TVJ571,149.703333204,-0.8928570849402653,34610D,250.84149,21.204838,1.4314767,173.0853477161916,70379.48024647399,0.307386407002288,1.234270356447965,74.0562213868779,94539.67619305328,1946.4430043052373,2023-02-05 15:01:00,0.0007837934939888,0.6833994069049528,1.0432300611541712,0.6171351782239825,0.5069210623658498,0.0158726064746324,0.0008511026198437,0.0001891339155208,0.0001092514743612,1435855053355770.8,233.94360336114724,91.60754585556796,0.0888674656642534,0.00181362174825,0.0014811244277375,1.1754652590721748,0.0630294440381012,0.014006543119578,0.0080907513721425,1.0633399971078234e+17,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5451522734425337,47.26983809652664,15.872606474632486,109.25147436128992,1435855053355770.8,19.1785722944335,701.416829902299,1349.44008966376,0.0783793493989,0.0185151221744584,0.698536529670925,47.2702748439289,37.7278919949313,37.698344277952096,0.07837934939888,0.599244359331563,18.435330620142032,6468860999362491.0,90.38093234724923
2,2,141.49248296564275,42.48133850097656,3832.86,885974.0,TVJ571,164.107777636,-0.8930668454801742,34610D,246.8699,24.63685,2.0918274,187.64884095824056,70305.42402508711,0.3129279120173855,1.394352744005758,83.66116464034549,100288.36011058184,2301.585390614613,2023-02-05 15:02:00,0.0005914034739898,0.6299442896063308,1.0765848639780995,0.6971763720028791,0.5914951911052988,0.0178926717376812,0.0008773820011924,0.0001949737780427,0.0001332882996053,1232508119971514.8,264.2856190988514,103.48886066010738,0.1003933975684145,0.0020488448483349,0.0016732232928069,1.4969217561018116,0.0734028000542377,0.0163117333453861,0.0111510543779107,1.0311306474549958e+17,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5957568380443659,50.14418005529092,17.892671737681297,133.2882996053006,1232508119971514.8,20.1854693910839,716.270173770847,1392.36528140282,0.059140347399,0.0194770192114176,0.760380616687326,50.143694653421,39.0398863621588,39.01681168418477,0.05914034739898,0.6549706858501405,20.190214973509136,5778125531314705.0,95.85590688846212
3,3,141.3869268243963,42.43862915039063,4579.62,885974.0,TVJ571,165.136666524,-0.8932848587945481,34610D,243.15067,29.481411,0.7601789,202.6449246638375,70221.76286044676,0.3244961070289326,1.1122290585708945,66.73374351425366,76815.25125731583,1201.7771465713736,2023-02-05 15:03:00,0.0004138094217253,0.5712403748956332,1.0000835572502202,0.5561145292854471,0.4975973816889735,0.0151163273402932,0.0009220741222308,0.0002049053604957,9.26079206442501e-05,1206090742170834.0,210.8118957615273,82.54964072713179,0.0800804922171043,0.0016342957595327,0.001334674870285,1.0087691116046291,0.061533457974087,0.0136741017720193,0.0061800732236617,8.048695024294427e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6482689616981916,38.40762562865792,15.11632734029324,92.6079206442501,1206090742170834.0,17.863851105924798,698.3989004536445,1349.6564986867152,0.0461398245473999,0.0186032344603967,0.6561125829363925,41.689058840169,35.08287824763225,35.066185169216865,0.04613982454737,0.5881897794629001,17.752166171548946,6333138038716836.0,85.65741785943494
4,4,141.27568444540336,42.39354020458157,4968.240000000001,885974.0,TVJ571,186.743333172,-0.8935208791894627,34610D,241.55566,31.569008,-0.866209,215.23955653853267,70155.0291169325,0.3283995357857934,1.01010063732887,60.60603823973219,66469.82711984352,1206.56441601735,2023-02-05 15:04:00,0.0003313930169576,0.5424921360051816,0.8989071507230835,0.505050318664435,0.469421360069521,0.0141858703656124,0.0009510591381464,0.0002113464751436,8.023111105559064e-05,1197208613545627.0,191.454474799314,74.96966930254872,0.0727272458876786,0.0014842295079118,0.0012121207647946,0.8597494018421932,0.057639926494751,0.0128088725543891,0.0048624897846513,7.255807101348302e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6908292188664317,33.234913559921765,14.185870365612471,80.23111105559065,1197208613545627.0,15.5422328207657,680.527627136442,1306.94771597061,0.0331393016958,0.0177294497093758,0.551844549185459,33.234423026917,31.1258701331057,31.11555865424895,0.03313930169576,0.5255457426322776,15.738621914286304,6671937876054788.0,75.6711668767843
5,5,141.15009654651988,42.34245300292969,5356.860000000001,885974.0,TVJ571,201.662222048,-0.8938107273891708,34610D,240.3006,32.45962,-2.0696774,218.4325250287104,70094.42307869278,0.3303134262526334,0.9750815002716176,58.504890016297054,63595.92605330156,1807.384365281177,2023-02-05 15:05:00,0.0002018370731228,0.5149267974234382,0.5936058863282134,0.4875407501358088,0.4696259994357952,0.013972322021208,0.0009859222476312,0.0002190938328069,7.579816285437022e-05,1116687946011840.4,184.8169475614824,72.37054895015946,0.0702058680195564,0.0014327728167256,0.0011700978003259,0.817449163123063,0.0576812726622887,0.0128180605916197,0.0044345631812323,6.533170546394739e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7029057311982293,31.79796302665078,13.972322021208065,75.79816285437022,1116687946011840.4,14.9475259517117,679.708360657766,1308.00794043889,0.0201837073123,0.0177820509316282,0.532186154052756,31.7976633827633,29.928277457927,29.92223804097953,0.02018370731228,0.5226527912107172,15.535608603173786,6482896940060977.0,72.95252331510929
6,6,141.04739876680597,42.268826759467686,5935.9800000000005,885974.0,TVJ571,202.176666492,-0.8942501981960274,34610D,238.0822,34.77187,-3.9752293,211.5087532343605,70035.91818867649,0.3302653481508356,0.9943110006563998,59.65866003938399,66963.2257901703,1410.3103343491673,2023-02-05 15:06:00,0.0001043866586997,0.4759628928252322,0.3602271460001657,0.4971555003281999,0.4975046592771523,0.0143420218031109,0.0010361110985423,0.0002302469107871,7.70094450843853e-05,934748265744893.2,188.461707064414,73.797762468718,0.0715903920472607,0.0014610284091277,0.0011931732007876,0.855625803029228,0.0618129997909713,0.0137362221757714,0.0045942803041109,5.576582900847834e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.683788968696026,33.48161289508515,14.342021803110931,77.0094450843853,934748265744893.2,14.874505629784,687.855695702182,1335.63520097462,0.01043866587,0.0184298029428539,0.542286800394381,33.4811392879416,29.4244491965473,29.421377997203837,0.01043866586997,0.5509834614414064,16.14704699726466,5989756789980535.0,72.85991954686833
7,7,140.99160627885297,42.165802001953125,6385.56,885974.0,TVJ571,208.34999982,-0.8948660229373094,34610D,236.36533,37.315983,-5.450317,214.66979929688827,69976.25952863709,0.328578337368935,0.8171590801134234,49.02954480680541,53945.35388951092,719.0624369994422,2023-02-05 15:07:00,7.853817010130945e-05,0.4473909919617161,0.3073568340821648,0.4085795400567117,0.4246686976840148,0.012296386083907,0.0010775997552017,0.000239466612267,5.675112158337065e-05,913427002420706.0,154.88433204469823,60.64954692601829,0.0588354537681664,0.0012007235462891,0.0009805908961361,0.6028862124626971,0.0528342254814668,0.0117409389958815,0.0027824816585083,4.478491014293196e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6965243080835491,26.97267694475546,12.29638608390701,56.75112158337064,913427002420706.0,12.7141412937418,665.500864286262,1287.2437187282,0.00785381701013,0.0175098126844339,0.449617405298466,26.9722590233704,25.6780248539251,25.676008307217145,0.0078538170101309,0.46700627552061197,13.822569009923114,7019973359289006.0,68.20156499950613
8,8,140.93600250953853,42.056781316207626,6614.160000000001,885974.0,TVJ571,221.725555364,-0.8955159384713993,34610D,235.14964,39.075047,-6.111007,216.9463369449932,69927.22998383029,0.3142076761087166,1.3411564623487349,80.46938774092409,85386.36564098785,2493.091052715812,2023-02-05 15:08:00,8.218169943951904e-05,0.4334051238880015,0.356437061818495,0.6705782311743674,0.7073386383731212,0.018837569295288,0.0010942999602509,0.0002431777689446,0.0001291164217037,693496953763333.5,254.2027958735792,99.54063263552312,0.0965632652891089,0.0019706788834512,0.0016093877548184,1.51584766771906,0.0880576478063141,0.0195683661791809,0.0103899194018,5.580527526953139e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.705728061856932,42.69318282049392,18.837569295288045,129.11642170375387,693496953763333.5,17.4044419616767,728.309028287469,1447.54663930705,0.00821816994395,0.0209201314505806,0.689631309592483,42.693356503127,32.9649606275941,32.962251733729275,0.0082181699439519,0.7012364755935768,20.64620002425491,4352969310381830.0,84.33314176567269
9,9,140.88292902166194,41.94813537597656,7406.64,885974.0,TVJ571,205.7777776,-0.8961483511962038,34610D,230.06575,42.65224,-7.7639313,221.9383008568457,69846.76059608937,0.3151267890066423,1.279458318589448,76.76749911536687,78353.5481653403,2271.604079206005,2023-02-05 15:09:00,8.204199867240185e-05,0.3876339764052093,0.5673256377858372,0.639729159294724,0.6991808830273568,0.0182675004945632,0.001140914951634,0.0002535366559186,0.0001188770605684,595243126514011.5,242.50852970544395,94.96139640570884,0.0921209989384402,0.0018800203864987,0.0015353499823073,1.4023503280563516,0.0875851875402728,0.0194633750089495,0.0091258946420249,4.569532618809259e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7299001734380552,39.17677408267015,18.267500494563294,118.87706056843793,595243126514011.5,16.102913386607,720.437575153154,1439.26900550153,0.00820419986724,0.0208651876992233,0.638422346613959,39.1768216709254,30.5974887845233,30.594978711320483,0.0082041998672401,0.6707240020159813,19.429819551642733,4632084379331851.0,80.89442861915994
