,Unnamed: 0,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
0,0,0,-4.458446502685547,36.64544677734375,624.84,100.831111024,34610D,295.0791,1.2606021,1.7037115,110.41911986560208,66646.07842391136,,,79.74857143642382,,2781.242317853452,0.0086940605178519,94040.35659516814,0.4051960526589045,0.6645714286368651,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.3206507460676785,74.56837728613968,16.325147481930397,138.54384667129716,1767556825184463.2,,,,,,,,,,,,,,,3.16,35.8,2024-06-07 09:23:00,0.008694060517851957,0.40519649944182806,0.0,0,940.4035659516813,0.008694060517851957,1.2606021,1.7037115,0.40519649944182806,1.2584623,0.0,1.110243568122773,1014.9134328244254,7015.014079391221,-0.6572896549879692,0.7536380493617586,,,0.49907577720245994,,,,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.008542442,-3.4569373e-07,6253.6772,0.4902864,-225.96382,0.0,0.0,1.0,-1.0195190754882544e-12,1.0547481e-11,2.3758472e-16,0.0,0.0,0.0,7.480000000000001e-16,1.2484909111544212e-13,9.527962030157622e-12,1319.3985326824331,,,0.0,0.008542442,-3.4569373e-07,6253.6772,0.4902864,-225.96382,0.0,0.0,0.0,-1.0195190754882544e-12,1.0547481e-11,2.3758472e-16,0.0,0.0,0.0,7.480000000000001e-16,1.2484909111544212e-13,9.527962030157622e-12,1319.3985326824331,,,0.0
1,1,1,-4.399623870849609,36.604248046875,1440.18,118.32222212,34610D,290.1539,-12.254487,3.8107622,139.5428945628349,66566.32985247493,0.22431192870107422,1.495518930756666,71.60021764982794,103.4470227094904,2671.6419100154026,0.0080546383807015,85178.39178058632,0.4837089400015892,0.5966684804152328,0.6661927748757491,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.4086492514735346,51.723981842754185,15.350299237106864,115.81524352986092,1645717063341382.5,19.5361453138753,759.126481380293,1449.34523799468,0.80546383807,0.0203041098584368,0.747759465378333,51.7235113547452,36.8279855946319,36.533719693796456,0.8054638380701499,0.8345795822976634,2026475640736629.2,0.021455822984426727,6.824844728217513e-05,3.16,35.8,2024-06-07 09:24:00,0.008054638380701525,0.48370945091657713,0.0,1,851.7839178058632,0.008054638380701525,-12.254487,3.8107622,0.48370945091657713,1.2512788,0.0,1.0226887357773704,1018.6026078873053,7154.666527832962,-0.24911119964419656,0.9684748887874323,5.119136165352158,243.886502337244,0.5689515273708706,inf,0.0,236.0456562998395,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.008022023,2.7163645e-07,14581.286,0.5661671,-228.24629,0.0,0.0,1.0,-9.708737355102766e-13,9.157152e-12,2.6518717e-16,0.0,0.0,0.0,7.48e-16,1.0743479741819405e-13,8.186277710703602e-12,1319.6353501935578,1.576067509738777e-11,2.12095691175055e-13,0.0,0.008022023,2.7163645e-07,14581.286,0.5661671,-228.24629,0.0,0.0,0.0,-9.708737355102766e-13,9.157152e-12,2.6518717e-16,0.0,0.0,0.0,7.48e-16,1.0743479741819405e-13,8.186277710703602e-12,1319.6353501935578,1.576067509738777e-11,2.12095691175055e-13,0.0
2,2,2,-4.322477300116361,36.58828993975106,2217.42,135.298888772,34610D,288.72867,-5.7371736,10.223558,145.63907830634687,66494.72963482511,0.23211310279976205,1.472275507434773,70.13768454253938,100.96997794425809,3005.4719928579057,0.0056536427838742,77372.3179826334,0.3423094915327815,0.5844807045211615,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.4275531962324992,54.41239618029441,16.230202911295294,113.96110173466556,1408388530076958.2,18.9563550595013,765.2931647085024,1469.6766094711252,0.555446000107,0.0207469589360468,0.7361377537173865,50.484988972129045,35.5098542036461,35.31066467338742,0.5554460001070699,0.8618518857289382,1726252823549751.0,0.020764140982771337,6.53579056097633e-05,3.16,35.8,2024-06-07 09:25:00,0.0056536427838742125,0.3423095976321985,0.0,2,773.723179826334,0.0056536427838742125,-5.7371736,10.223558,0.3423095976321985,1.2396055,0.0,0.9335512106121732,1022.4329422493857,8222.004453059662,0.33662085790962526,0.9416402699652282,4.687578791308743,242.8446004575172,0.39726561184349785,inf,0.0,234.03351893928973,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.005533301,1.3061687e-06,22645.295,0.383683,-230.54301,0.0,0.0,1.0,-9.237153372270566e-13,8.386471e-12,3.1162133e-16,0.0,0.0,0.0,7.48e-16,9.807544715423275e-14,7.462755832302e-12,1319.727080185437,1.3688426840220392e-11,2.0879929028480546e-13,0.0,0.005533301,1.3061687e-06,22645.295,0.383683,-230.54301,0.0,0.0,0.0,-9.237153372270566e-13,8.386471e-12,3.1162133e-16,0.0,0.0,0.0,7.48e-16,9.807544715423275e-14,7.462755832302e-12,1319.727080185437,1.3688426840220392e-11,2.0879929028480546e-13,0.0
3,3,3,-4.236222936751972,36.61300917803231,3086.1000000000004,152.275555424,34610D,282.65594,-5.027167,11.661943,152.15103563929642,66424.59195028257,0.2403369489621398,1.44903208411288,67.86278720634367,98.4929331790258,2287.210523828943,0.0030542816214399,69344.03928345334,0.2616115053279639,0.5655232267195306,0.7073386383731213,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.4514431324406882,49.2460295533564,16.700952060699844,107.37538498070371,1213020312456347.0,18.3765648051273,771.459848036712,1490.00798094757,0.305428162144,0.0211898080136568,0.72451604205644,49.2464665895129,34.1917228126603,34.087609652978394,0.30542816214399,0.8894595586777697,1504999267499413.5,0.024669730600699928,6.232036051385016e-05,3.16,35.8,2024-06-07 09:26:00,0.0030542816214399818,0.2616115451016594,0.0,3,693.4403928345334,0.0030542816214399818,-5.027167,11.661943,0.2616115451016594,1.2340837,0.0,0.8546601759616732,1026.2575422343016,9734.594086991396,0.8806545008221959,0.4737590634295125,4.237193353881764,241.66232534388746,0.2866173277151089,inf,0.0,232.39312139635885,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0029637958,1.9844164e-07,31659.031,0.2732792,-232.23616,0.0,0.0,0.9999999999999999,-8.709343973207238e-13,7.0369552e-12,2.2623403e-16,0.0,0.0,0.0,7.48e-16,8.113250557549909e-14,6.166020887658261e-12,1319.5849896787622,1.3225090435640145e-11,2.0550288939455598e-13,0.0,0.0029637958,1.9844164e-07,31659.031,0.2732792,-232.23616,0.0,0.0,0.0,-8.709343973207238e-13,7.0369552e-12,2.2623403e-16,0.0,0.0,0.0,7.48e-16,8.113250557549909e-14,6.166020887658261e-12,1319.5849896787622,1.3225090435640145e-11,2.0550288939455598e-13,0.0
4,4,4,-4.184622257313833,36.68991347490731,3749.04,174.91111096,34610D,276.65546,-3.87753,9.268916,166.0471201986012,66356.72916307622,0.25434376281336996,1.400885361007136,67.02204012543218,92.3365789376564,2094.6824127800937,0.0021319589428569,63682.73221635501,0.2686130664519654,0.5585170010452682,0.7073386383731213,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.4979880645262577,46.16828442767831,16.860266322774617,104.82457299282608,1104922850191264.4,17.7251352028085,766.44358326066,1486.18909886623,0.213195894286,0.0211822312011624,0.700442680503568,46.1682894688282,33.0674646051985,32.99711610842266,0.21319589428569,0.8670036758962969,1616433288673279.0,0.02418475644308401,6.221007736624586e-05,3.16,35.8,2024-06-07 09:27:00,0.0021319589428569364,0.2686133014723838,0.0,4,636.8273221635501,0.0021319589428569364,-3.87753,9.268916,0.2686133014723838,1.2752519,0.0,0.801908636736368,1029.5417489564836,11300.750988592325,0.9530471581850851,0.30282191841961104,3.9612153338580103,240.88160459751052,0.2778367665594604,inf,0.0,231.64052509284213,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.002044994,3.114354e-07,38533.082,0.26310974,-231.8907,0.0,0.0,1.0,-8.306118935378993e-13,5.969717e-12,2.3494396e-16,0.0,0.0,0.0,7.480000000000001e-16,6.779130906827444e-14,5.139105007705613e-12,1319.1429303246628,1.0446794632618497e-11,1.9867468260632087e-13,0.0,0.002044994,3.114354e-07,38533.082,0.26310974,-231.8907,0.0,0.0,0.0,-8.306118935378993e-13,5.969717e-12,2.3494396e-16,0.0,0.0,0.0,7.480000000000001e-16,6.779130906827444e-14,5.139105007705613e-12,1319.1429303246628,1.0446794632618497e-11,1.9867468260632087e-13,0.0
5,5,5,-4.146251678466797,36.78662109375,4358.64,191.887777612,34610D,271.73248,-3.3809345,8.6471,180.8822615701432,66289.70712295079,0.2694898305119625,1.514701412855352,65.58675010807045,97.1079690463234,2666.167768617944,0.0013023387647952,58812.9611839903,0.2265838299223821,0.546556250900587,0.707338638373121,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5473718088144719,48.55438108820092,16.941679264046606,101.35659965259582,1022205626564938.6,18.5931488878279,779.921969395126,1527.99641729946,0.13023387648,0.0221730538963706,0.757350706427676,48.5539845231617,34.1563552755195,34.11192998675577,0.13023387647952,0.9288971120281329,1366998460441583.8,0.026843369481639567,6.490745802593377e-05,3.16,35.8,2024-06-07 09:28:00,0.0013023387647952656,0.22658397444462786,0.0,5,588.129611839903,0.0013023387647952656,-3.3809345,8.6471,0.22658397444462786,1.3723526,0.0,0.7540045084462788,1032.601136410205,11778.588841101398,0.9546314067902358,0.2977899883637715,3.731486563285894,240.19407541391774,0.2234705108918493,inf,0.0,230.76871748223817,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0012347103,6.015728e-07,44811.246,0.20979781,-231.3603,0.0,0.0,1.0,-7.937712734278991e-13,5.147136e-12,2.5730873e-16,0.0,0.0,0.0,7.480000000000002e-16,5.759905216461036e-14,4.353364878831282e-12,1318.5833600806757,1.0620387902130808e-11,2.1481616613227638e-13,0.0,0.0012347103,6.015728e-07,44811.246,0.20979781,-231.3603,0.0,0.0,0.0,-7.937712734278991e-13,5.147136e-12,2.5730873e-16,0.0,0.0,0.0,7.480000000000002e-16,5.759905216461036e-14,4.353364878831282e-12,1318.5833600806757,1.0620387902130808e-11,2.1481616613227638e-13,0.0
6,6,6,-4.106899829621,36.88751220703125,5135.88,197.546666496,34610D,266.2956,-2.7179775,9.725347,192.632960463874,66224.12037284272,0.27923922584976046,1.288667541920502,63.27840160327113,80.3837300570834,2038.6405323978831,0.0006416318735281,53045.83483154943,0.1597770398778528,0.5273200133605928,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5888515233194277,40.19234841062551,16.827990575541133,95.8165372176129,908003279656567.8,16.2517222932697,759.439601456315,1482.61101464605,0.0641631873528,0.0212246188028831,0.644333770960251,40.1918650285417,30.3578489180086,30.338382844584217,0.06416318735281,0.8359366807977842,1748802928654564.2,0.02341025380637829,5.9301800363465025e-05,3.16,35.8,2024-06-07 09:29:00,0.0006416318735281302,0.1597769593783936,0.0,6,530.4583483154943,0.0006416318735281302,-2.7179775,9.725347,0.1597769593783936,1.543782,0.0,0.6939525034621659,1035.6319483317973,12089.376452152546,0.9540632768454985,0.2996051798197582,3.409164470481906,239.16337691996733,0.14945757114522026,inf,0.0,229.5200257363948,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0006245945,8.648917e-07,52815.74,0.15130723,-231.74538,0.0,0.0,0.9999999999999999,-7.46858874136769e-13,4.3027873e-12,2.7760623e-16,0.0,0.0,0.0,7.48e-16,4.725267435346152e-14,3.5559283163750463e-12,1317.9932876110029,6.436522029728476e-12,1.8275986172919915e-13,0.0,0.0006245945,8.648917e-07,52815.74,0.15130723,-231.74538,0.0,0.0,0.0,-7.46858874136769e-13,4.3027873e-12,2.7760623e-16,0.0,0.0,0.0,7.48e-16,4.725267435346152e-14,3.5559283163750463e-12,1317.9932876110029,6.436522029728476e-12,1.8275986172919915e-13,0.0
7,7,7,-4.066168602476694,36.99110412597656,5730.240000000001,208.864444264,34610D,262.36072,-1.3935978,10.899328,201.10255422872052,66160.84197123945,0.2865745668967343,1.258038519051372,61.3401541475504,77.1428066506982,2170.201654730888,0.0004540332073505,48952.1716698911,0.1475082932588005,0.5111679512295867,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.619334686555496,38.57186107850213,16.613431054271395,91.38951100629448,828307984345698.8,15.7258978335283,758.704600057967,1489.33598475951,0.0454033207351,0.0214615260220298,0.629019259525686,38.5714033253491,29.3091581129884,29.295856821153805,0.04540332073505,0.8327511000200944,1759539495730950.0,0.023178716797627123,5.87171024805982e-05,3.16,35.8,2024-06-07 09:30:00,0.00045403320735059693,0.1475083366508295,0.0,7,489.52171669891106,0.00045403320735059693,-1.3935978,10.899328,0.1475083366508295,1.7334057,0.0,0.6500033545123957,1038.641099479913,12806.645201236752,0.9543698592134923,0.29862714515733363,3.177905234271741,238.36931311381338,0.13276834649261113,inf,0.0,228.7323787759454,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00044586993,1.0531733e-06,58906.406,0.14303713,-232.16083,0.0,0.0,1.0,-7.111606934152039e-13,3.7539164e-12,2.9211961e-16,0.0,0.0,0.0,7.48e-16,4.0595946924377726e-14,3.0427559475826005e-12,1317.3874191904629,5.323554423527699e-12,1.7841602920268085e-13,0.0,0.00044586993,1.0531733e-06,58906.406,0.14303713,-232.16083,0.0,0.0,0.0,-7.111606934152039e-13,3.7539164e-12,2.9211961e-16,0.0,0.0,0.0,7.48e-16,4.0595946924377726e-14,3.0427559475826005e-12,1317.3874191904629,5.323554423527699e-12,1.7841602920268085e-13,0.0
8,8,8,-4.023099858710111,37.10087585449219,6362.700000000001,215.037777592,34610D,258.16962,0.8116654,12.407049,205.7208375478123,66099.50181709189,0.2901700711982078,1.181959567310532,59.49727413067431,71.7395076325774,1882.539808898431,0.00034891820141,44880.94387389205,0.1520535425624175,0.4958106177556192,0.707338638373121,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.63867944943565,35.87023089422237,16.354382926073168,87.04056510047717,739062316638235.0,14.7452604510133,752.127090439713,1483.68108745279,0.034891820141,0.0214541243695981,0.590979783655266,35.8697538162887,27.5462085272854,27.536600506163843,0.034891820141,0.8047256788685584,1958149644043358.0,0.022049427353923443,5.717364799529107e-05,3.16,35.8,2024-06-07 09:31:00,0.00034891820141002015,0.15205368806822434,0.0,8,448.8094387389205,0.00034891820141002015,0.8116654,12.407049,0.15205368806822434,1.8170679,1.4480622e-11,0.6056187257546128,1041.6293605961127,13196.043753236032,0.9548374746355329,0.29712858669545433,2.9280998292985925,237.45193497727792,0.1313382939422639,inf,0.0,227.89376542970842,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00034239932,1.0396479e-06,65353.324,0.14791936,-230.11658,0.0,0.0,0.9999999999999999,-6.734016203580993e-13,3.2389417e-12,2.9107702e-16,0.0,0.0,0.0,7.479999999999999e-16,3.439109747171151e-14,2.5655400342399653e-12,1316.735287559432,4.011714162665611e-12,1.676264514036335e-13,0.0,0.00034239932,1.0396479e-06,65353.324,0.14791936,-230.11658,0.0,0.0,0.0,-6.734016203580993e-13,3.2389417e-12,2.9107702e-16,0.0,0.0,0.0,7.479999999999999e-16,3.439109747171151e-14,2.5655400342399653e-12,1316.735287559432,4.011714162665611e-12,1.676264514036335e-13,0.0
9,9,9,-3.978862356632306,37.21408081054688,6911.34,222.239999808,34610D,254.31917,1.8419291,14.187235,210.63908350776384,66040.00454296122,0.2942010319817325,1.123724613369368,58.04899787949739,67.5377468021282,1672.4200519177018,0.0002727956879266,41575.48966576384,0.1579571300436461,0.4837416489958116,0.707338638373121,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6588804573547443,33.76881997643698,16.146773591375794,83.71376198910065,670633833751818.8,13.9969611936157,746.674021397992,1479.02113109351,0.0272795687927,0.0214490800319427,0.561862306684684,33.7688734010641,26.1951704151385,26.18802643445187,0.02727956879266,0.7822167945510294,2121188904863611.2,0.0211529565211334,5.609941452506076e-05,3.16,35.8,2024-06-07 09:32:00,0.0002727956879266488,0.1579572400825529,0.0,9,415.7548966576385,0.0002727956879266488,1.8419291,14.187235,0.1579572400825529,1.8154451,0.0,0.5695091737908294,1044.589039964921,13636.878135378027,0.9592570861921389,0.2825346750226731,2.7277593316694757,236.6647393257527,0.13135692110022285,inf,0.0,227.17844728443265,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0002658716,7.28229e-07,71064.41,0.14993757,-227.5231,0.0,0.0,1.0,-6.399662917918072e-13,2.8596058e-12,2.6707182e-16,0.0,0.0,0.0,7.48e-16,2.987038432618568e-14,2.2196394233634507e-12,1316.0618394661392,3.165662782208692e-12,1.5936752364773445e-13,0.0,0.0002658716,7.28229e-07,71064.41,0.14993757,-227.5231,0.0,0.0,0.0,-6.399662917918072e-13,2.8596058e-12,2.6707182e-16,0.0,0.0,0.0,7.48e-16,2.987038432618568e-14,2.2196394233634507e-12,1316.0618394661392,3.165662782208692e-12,1.5936752364773445e-13,0.0
