,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,fuel_flow_corrected,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
0,0,2,461f63,FIN43D,60.37413024902344,25.075630977235992,118.32222212,845.82,-0.7116938889652793,34610D,277.0722,-5.095607,6.553391,114.5209353492085,67849.73281302575,0.3077087261920613,1.1443338667486405,80.1911617082322,132.308917398035,2604.705216047836,0.0050377632319006,91568.03740577509,0.8826903096080407,0.668259680901935,0.8153821685480634,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.343198691591047,66.15465894909474,17.29738087541175,26.992553570258853,1589565893273856.2,34.4940265549648,812.061572280836,1507.02396815945,0.50377632319,0.0207583706140953,0.608996803042846,66.1544586990175,29.3374087188388,29.190354623589943,0.50377632319006,0.7208900288613262,1655277063999955.8,1.1443338667486405,0.02103873344210056,2.551564600989076e-05,3.16,35.8,2023-11-05 22:02:00,0.005037763231900684,0.88269087102907,0.0,0,915.6803740577508,0.005037763231900684,-5.095607,6.553391,0.88269087102907,1.5980189,0.0,1.151312981898047,0.0,6727.090235406854,0.9159880604940928,0.40120552467815057,6.150148868563569,246.0908712715684,0.9166716560995094,inf,0.0,242.02134525181518,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0049262536,1.079906e-06,6400.865,0.89432645,-215.2026,0.0,0.0,1.0,-6.801112647870089e-13,7.799633e-12,2.9418026e-16,0.0,0.0,0.0,7.480000000000003e-16,9.359596817333e-14,7.119522147432459e-12,336.96101399560604,1.028429292607618e-11,1.6229034444938568e-13,0.0,0.0049262536,1.079906e-06,6400.865,0.89432645,-215.2026,0.0,0.0,0.0,-6.801112647870089e-13,7.799633e-12,2.9418026e-16,0.0,0.0,0.0,7.480000000000003e-16,9.359596817333e-14,7.119522147432459e-12,336.96101399560604,1.028429292607618e-11,1.6229034444938568e-13,0.0
1,1,3,461f63,FIN43D,60.429134045617054,25.12445722307477,130.668888776,1653.5400000000002,-0.7110310249290263,34610D,273.4093,-2.7300885,8.661232,134.19877897968277,67769.54165131752,0.30241529003114775,0.9796088172591976,63.62366423695944,94.9924972749428,1503.3434549803603,0.0039074650987249,82974.78838491326,0.8349312981556378,0.530197201974662,0.6850060838439576,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.4048546544532367,47.49623157483529,15.894419716090518,21.41096630824613,1369329003149222.0,28.0289575262675,781.92275762607,1438.98956496353,0.390746509872,0.0193364463624441,0.473292021830528,47.4962486374714,24.4766806143746,24.381411101438065,0.39074650987249,0.6184895049862354,1249108623322887.2,0.9796088172591976,0.018334000343962927,1.7765363455959973e-05,3.16,35.8,2023-11-05 22:03:00,0.003907465098724981,0.8349311196724377,0.0,1,829.7478838491327,0.003907465098724981,-2.7300885,8.661232,0.8349311196724377,1.6796887,2.2273302e-07,1.0572442194468004,0.0,8544.990800005955,0.7447234338120295,-0.6673732142746063,5.525327146846487,244.79828374916642,0.8369486941185486,inf,0.0,239.44513729230002,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0038199339,5.6764736e-07,14226.758,0.8156056,-214.3705,0.0,0.0,1.0,-6.612769359539026e-13,6.8534935e-12,2.5469365e-16,0.0,0.0,0.0,7.479999999999999e-16,8.150151069833724e-14,6.192216695827215e-12,335.69612232325443,6.672787844163811e-12,1.389289061507532e-13,0.0,0.0038199339,5.6764736e-07,14226.758,0.8156056,-214.3705,0.0,0.0,0.0,-6.612769359539026e-13,6.8534935e-12,2.5469365e-16,0.0,0.0,0.0,7.479999999999999e-16,8.150151069833724e-14,6.192216695827215e-12,335.69612232325443,6.672787844163811e-12,1.389289061507532e-13,0.0
2,2,4,461f63,FIN43D,60.486236572265625,25.02050991716056,151.76111098,2118.36,-0.7103322906621516,34610D,270.5375,-2.25021,8.4989395,155.27583414896563,67705.91798708057,0.3220059052735891,0.9563302926378032,63.54496939931628,85.3393472744606,1503.2395153056812,0.0034857209231306,78333.6820030578,0.8925893696186967,0.529541411660969,0.7042940679343792,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.4709202038025021,42.66896844367184,16.02968688661756,22.22659742026823,1407826999595376.5,27.4796015917363,782.518492498268,1431.06978078347,0.348572092313,0.0190538564803436,0.458648643369277,42.6696736372303,24.071171305527,23.987557374890542,0.34857209231306,0.6204341425772298,1168233459576203.8,0.9563302926378032,0.01840623131759304,1.6646944554412732e-05,3.16,35.8,2023-11-05 22:04:00,0.0034857209231306386,0.8925906051421669,0.0,2,783.336820030578,0.0034857209231306386,-2.25021,8.4989395,0.8925906051421669,1.5941037,3.5951657e-06,1.0087034749958435,0.0,10590.383165001072,0.5754203859833056,-0.8178577990059297,5.365052084089621,244.44585020422835,0.8701704742722676,inf,0.0,239.60004938834962,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.003404284,2.946515e-07,18728.404,0.8614282,-217.34276,0.0,0.0,1.0000000000000002,-6.502987682100439e-13,6.244055e-12,2.3365023e-16,0.0,0.0,0.0,7.48e-16,7.370048297665623e-14,5.593756365597758e-12,334.38296732485225,5.907824500940602e-12,1.3562752716612736e-13,0.0,0.003404284,2.946515e-07,18728.404,0.8614282,-217.34276,0.0,0.0,0.0,-6.502987682100439e-13,6.244055e-12,2.3365023e-16,0.0,0.0,0.0,7.48e-16,7.370048297665623e-14,5.593756365597758e-12,334.38296732485225,5.907824500940602e-12,1.3562752716612736e-13,0.0
3,3,5,,,60.54089218520622,24.86228326150616,156.5968887536,2583.378890701468,-0.7096614413144825,34610D,267.18387,-1.8380538,8.795549,170.75659037604163,67642.37301768124,0.34342438769870887,0.9798091080119348,67.0211005857247,84.7962349032152,1644.1639045904112,0.0030559170787375,73903.20336720873,0.9818667489303304,0.5585091715477059,0.7584183443871548,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5211101969721195,42.39792523139671,16.55259623517866,24.837237732363487,1531049887952421.8,28.4515235443919,791.55214593051,1443.08344246607,0.305591707874,0.0191855822388984,0.47592756015956,42.3981174516076,24.8065215969639,24.730945877084785,0.30559170787375,0.6502824197202264,1186384569560227.8,0.9798091080119348,0.01927078615139436,1.7371563946976564e-05,3.16,35.8,2023-11-05 22:05:00,0.0030559170787375156,0.9818680000762243,0.0,3,739.0320336720873,0.0030559170787375156,-1.8380538,8.795549,0.9818680000762243,1.536358,8.108946e-06,0.9635970821024462,0.0,12087.831524169216,0.4509723047668072,-0.8925379433577679,5.224795267107899,244.12968694586618,0.9264517592518895,inf,0.0,240.35336415782515,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0029803296,4.5703308e-07,23215.809,0.9373223,-218.58418,0.0,0.0,0.9999999999999999,-6.394117432385512e-13,5.6076636e-12,2.4616715e-16,0.0,0.0,0.0,7.48e-16,6.558144347170572e-14,4.968252025304193e-12,333.1250423173126,5.6285402085167565e-12,1.38957311545539e-13,0.0,0.0029803296,4.5703308e-07,23215.809,0.9373223,-218.58418,0.0,0.0,0.0,-6.394117432385512e-13,5.6076636e-12,2.4616715e-16,0.0,0.0,0.0,7.48e-16,6.558144347170572e-14,4.968252025304193e-12,333.1250423173126,5.6285402085167565e-12,1.38957311545539e-13,0.0
4,4,6,,,60.58972609021037,24.6648793684984,161.4326665272,3092.041859706362,-0.7090617816496663,34610D,264.24942,-0.70222765,9.567388,184.17176254640933,67575.35191709553,0.3536452962161495,0.9638034444942608,66.2929329312148,79.6369748932444,1644.43423843115,0.0022229017018022,69291.54882889376,0.8645943740091377,0.5524411077601233,0.774601587936607,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5651623474276704,39.81849160888692,16.729186461800754,25.701323082073227,1571834936771646.2,27.9757723105941,793.462925643058,1441.14615850447,0.22229017018,0.0190529201363614,0.465179288976647,39.8184874466222,24.4151177692116,24.36096573701724,0.22229017018022,0.6566914909136949,1128577727126339.0,0.9638034444942608,0.01958975491959816,1.6613810581543373e-05,3.16,35.8,2023-11-05 22:06:00,0.002222901701802234,0.8645951495195031,0.0,4,692.9154882889376,0.002222901701802234,-0.70222765,9.567388,0.8645951495195031,1.398928,5.940843e-06,0.9135002593555716,0.0,12073.289009639417,0.4515150911983963,-0.8922634826216436,4.972660129642573,243.54190459958954,0.7927339733303715,inf,0.0,237.70226988468454,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0021663015,5.106701e-07,28118.596,0.81411165,-219.27058,0.0,0.0,1.0,-6.276297259905053e-13,5.0513677e-12,2.5030165e-16,0.0,0.0,0.0,7.48e-16,5.850689583476617e-14,4.423738013414175e-12,332.0007938424918,5.011389123351778e-12,1.366873755409317e-13,0.0,0.0021663015,5.106701e-07,28118.596,0.81411165,-219.27058,0.0,0.0,0.0,-6.276297259905053e-13,5.0513677e-12,2.5030165e-16,0.0,0.0,0.0,7.48e-16,5.850689583476617e-14,4.423738013414175e-12,332.0007938424918,5.011389123351778e-12,1.366873755409317e-13,0.0
5,5,7,,,60.63855999521452,24.467475475490644,166.2684443008,3600.7048287112566,-0.7084612183833996,34610D,260.75537,0.8479255,10.29938,193.53844262094688,67509.05898416431,0.35672957457957294,0.9297628104906476,63.565985415193246,73.7437950143488,1643.112601975397,0.0015928092187796,64915.7329138443,0.7927519380412725,0.5297165451266104,0.7594577000637928,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5978714585184496,36.872276459646606,16.59345283200186,25.53174906511977,1563830999935728.5,26.888279493723,789.444875583957,1429.15779437619,0.159280921878,0.0187628830912086,0.442407637451637,36.8718975071744,23.5788729962789,23.54137607544318,0.15928092187796,0.643251608478996,1050863979989391.4,0.9297628104906476,0.019361275589922664,1.529427584797151e-05,3.16,35.8,2023-11-05 22:07:00,0.001592809218779604,0.7927517838720823,0.0,5,649.1573291384431,0.001592809218779604,0.8479255,10.29938,0.7927517838720823,1.3132696,4.7253e-06,0.8672796426807654,0.0,12058.744006481982,0.4520592798614447,-0.8919878964936419,4.678430221559277,242.82160677219346,0.7023810719591238,inf,0.0,236.10901386651372,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0015584811,4.2771222e-07,33011.754,0.75462437,-219.62083,0.0,0.0,1.0,-6.159094304653571e-13,4.468154e-12,2.43907e-16,0.0,0.0,0.0,7.48e-16,5.107108879320182e-14,3.852244753865031e-12,330.876545367671,4.160746537582791e-12,1.3185970559403203e-13,0.0,0.0015584811,4.2771222e-07,33011.754,0.75462437,-219.62083,0.0,0.0,0.0,-6.159094304653571e-13,4.468154e-12,2.43907e-16,0.0,0.0,0.0,7.48e-16,5.107108879320182e-14,3.852244753865031e-12,330.876545367671,4.160746537582791e-12,1.3185970559403203e-13,0.0
6,6,8,,,60.68739390021867,24.270071582482885,171.1042220744,4109.367797716151,-0.7078597537600017,34610D,257.31674,2.1128113,10.123793,198.11109201174293,67445.4929987491,0.3555896030309722,0.8896222136429656,60.1489221445818,68.71116622365,1643.3401691327697,0.0014052865041056,60766.415826467666,0.8972890971570262,0.501241017871515,0.7331694495036447,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6160727203004727,34.355335419925176,16.200866204540535,25.092913041855013,1543117827749092.2,25.5613502420974,783.168579275436,1415.28392015602,0.140528650411,0.0184844196964804,0.416584593703555,34.355583111825,22.5370663804435,22.50543978963816,0.14052865041056,0.622556199289514,978465627804093.6,0.8896222136429656,0.01877521419532889,1.3971662105425588e-05,3.16,35.8,2023-11-05 22:08:00,0.001405286504105625,0.8972890290873388,0.0,6,607.6641582646766,0.001405286504105625,2.1128113,10.123793,0.8972890290873388,1.531414,4.83962e-05,0.8226934306409467,0.0,12044.196548020338,0.45260487494179535,-0.8917111792385032,4.370938578338373,242.02459580298577,0.7685639474110121,inf,0.0,236.00665979323153,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0013729604,6.225473e-07,37937.754,0.86147195,-219.65099,0.0,0.0,0.9999999999999999,-6.041517525200139e-13,3.946507e-12,2.589255e-16,0.0,0.0,0.0,7.479999999999997e-16,4.445754671617533e-14,3.3423554771686447e-12,329.75229689285004,3.349611252431869e-12,1.2616693403661624e-13,0.0,0.0013729604,6.225473e-07,37937.754,0.86147195,-219.65099,0.0,0.0,0.0,-6.041517525200139e-13,3.946507e-12,2.589255e-16,0.0,0.0,0.0,7.479999999999997e-16,4.445754671617533e-14,3.3423554771686447e-12,329.75229689285004,3.349611252431869e-12,1.2616693403661624e-13,0.0
7,7,9,,,60.736227805222825,24.07266768947513,175.939999848,4618.030766721044,-0.7072573900262106,34610D,254.31557,3.2137456,10.089292,198.88231548793817,67385.34407660452,0.3571100328542388,0.875058041999605,58.89140388661965,67.6120623530392,1645.2772296324854,0.0010860770964018,56834.51722472721,0.8599756955767819,0.4907616990551637,0.7351361070529047,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6221096031865989,33.80616175426438,16.079855546426288,26.01742467042661,1586755012337281.5,24.9201160258435,782.386608654958,1415.60041775973,0.10860770964,0.0185101025236137,0.406663892885628,33.8060311765196,21.9698347087402,21.945999661150584,0.1086077096401799,0.6200036385202838,953017258238275.6,0.875058041999605,0.018700319545125906,1.3574454639261484e-05,3.16,35.8,2023-11-05 22:09:00,0.0010860770964018468,0.8599757164101272,0.0,7,568.3451722472721,0.0010860770964018468,3.2137456,10.089292,0.8599757164101272,1.1868107,5.348882e-05,0.7785413327501846,0.0,12029.646667695799,0.45315188063676093,-0.8914333250868327,4.09665791657025,241.2705813982053,0.7151286596067861,inf,0.0,234.7743713082968,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.001059981,1.1760728e-06,42868.766,0.82324785,-219.55055,0.0,0.0,1.0000000000000002,-5.924217908202217e-13,3.5147252e-12,3.0159312e-16,0.0,0.0,0.0,7.480000000000001e-16,3.9039538541874196e-14,2.922303493961016e-12,328.6280484180292,2.86921079289123e-12,1.2410143156281762e-13,0.0,0.001059981,1.1760728e-06,42868.766,0.82324785,-219.55055,0.0,0.0,0.0,-5.924217908202217e-13,3.5147252e-12,3.0159312e-16,0.0,0.0,0.0,7.480000000000001e-16,3.9039538541874196e-14,2.922303493961016e-12,328.6280484180292,2.86921079289123e-12,1.2410143156281762e-13,0.0
8,8,10,,,60.78506171022698,23.87526379646737,180.7757776216,5126.693735725938,-0.7066541294311464,34610D,251.40059,3.9091601,9.357976,199.56630990128724,67326.4526727179,0.35941864026873094,0.8651497184118273,58.12540878890111,67.0480388633536,1647.6253674903091,0.000769613668881,53111.21215722206,0.753835286008632,0.4843784065741759,0.7442289296232332,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.627857796969965,33.52404076833384,16.015115587260045,27.790859499743053,1577572496394547.5,24.4060680767513,782.984645490606,1420.66013750464,0.0769613668881,0.0186507616249071,0.400530516020639,33.5240194316768,21.4752900753261,21.45877510868501,0.0769613668880999,0.6219557903342441,941051512358251.2,0.8651497184118273,0.01873074355898077,1.342959441416093e-05,3.16,35.8,2023-11-05 22:10:00,0.0007696136688810329,0.753835278285249,0.0,8,531.1121215722205,0.0007696136688810329,3.9091601,9.357976,0.753835278285249,0.6667544,3.8534927e-05,0.7359738263226411,0.0,12015.094399064026,0.4537003011554713,-0.8911543282346973,3.841029453547623,240.5264531342293,0.6090767619731758,inf,0.0,233.21920985688027,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00075098895,1.2228985e-06,47785.24,0.7155461,-219.3961,0.0,0.0,1.0,-5.807648332797687e-13,3.1316425e-12,3.052026e-16,0.0,0.0,0.0,7.48e-16,3.421461168324251e-14,2.550877621657386e-12,327.5029233208018,2.4802026260424735e-12,1.2269622518494009e-13,0.0,0.00075098895,1.2228985e-06,47785.24,0.7155461,-219.3961,0.0,0.0,0.0,-5.807648332797687e-13,3.1316425e-12,3.052026e-16,0.0,0.0,0.0,7.48e-16,3.421461168324251e-14,2.550877621657386e-12,327.5029233208018,2.4802026260424735e-12,1.2269622518494009e-13,0.0
9,9,11,,,60.833895615231135,23.677859903459616,185.6115553952,5635.356704730832,-0.7060499742263275,34610D,248.50877,4.8384275,8.419123,200.58585726283985,67268.32726392901,0.3624376217947709,0.8582362753138008,57.75477161920718,66.7300221431354,1645.8933235015495,0.0004627903978534,49587.92701339632,0.5626614751176959,0.4812897634933932,0.7592742538776981,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6347265691511383,33.36500047164813,15.996635870674483,30.1425184254262,1542242207868807.0,23.9511826743397,784.63454398104,1428.69573301546,0.0462790397853,0.0188589222138175,0.396222853968854,33.3650110715677,21.0098355291243,21.00011687667997,0.04627903978534,0.627371903805654,934910540148178.0,0.8582362753138008,0.01882747763492781,1.34114174402431e-05,3.16,35.8,2023-11-05 22:11:00,0.0004627903978534516,0.5626614241602742,0.0,9,495.87927013396325,0.0004627903978534516,4.8384275,8.419123,0.5626614241602742,0.0983032,2.3299826e-06,0.6951470471378443,0.0,12000.539775799562,0.45425014071856945,-0.8908741828435482,3.602252215948054,239.7906575027267,0.4417976658954699,inf,0.0,231.4773321074148,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0004518789,7.8089175e-07,52656.758,0.5517306,-219.47224,0.0,0.0,0.9999999999999999,-5.692513211187647e-13,2.7869983e-12,2.7113125e-16,0.0,0.0,0.0,7.48e-16,2.9849840774168394e-14,2.2177468868093698e-12,326.377453887418,2.150117708423754e-12,1.2171575515402349e-13,0.0,0.0004518789,7.8089175e-07,52656.758,0.5517306,-219.47224,0.0,0.0,0.0,-5.692513211187647e-13,2.7869983e-12,2.7113125e-16,0.0,0.0,0.0,7.48e-16,2.9849840774168394e-14,2.2177468868093698e-12,326.377453887418,2.150117708423754e-12,1.2171575515402349e-13,0.0
