,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact_conservative,accf_issr_co2_impact_optimistic,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact_conservative,accf_sac_co2_impact_optimistic,accf_sac_contrails_atr20
0,0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,-0.9923016838809744,34610D,275.88327,2.1508749,-0.7916467,155.82705704290046,73819.64826214084,0.3573830890853597,1.149474493081984,66.59902692880783,114.005648644574,2731.6900336462413,0.0003216321178116,62250.43576468452,0.0421515553502831,0.5549918910733986,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,21.141111509256984,3.1643670659209326,0.467990893876579,57.0029281192186,19.32903906731299,36.28235538999999,1450000000000000.0,32.8124915402273,906.160492076292,1495.96071314284,0.0321632117812,0.0279585688928739,0.574737246540992,57.002824322287,20.5567476913127,20.550138106872065,15.430439610044164,1.0411175797389598,691097617426165.6,20.19669903197082,1323228787425392.8,0.0020387456514047103,1.656588890555702e-05,3.0968000000000004,35.8,2023-08-06 03:01:00,0.00032163211781166236,0.042151580838263994,0.0,622.5043576468452,0,0.00032163211781166236,2.1508749,-0.7916467,0.042151580838263994,0.0,0.0,0.786066846644492,0.0,9537.146941901803,-0.4305476864931945,-0.9025678310550171,4.5713220081825225,242.54939828646988,0.04327564335406231,inf,0.0,232.16407394276385,0.0,0.0,0.0,0 days,0.00031437224,-1.1501942e-07,40896.45,0.04210576,-283.2363,0.0,0.0,0.9999999999999999,-7.529179536227024e-13,5.7616893e-12,2.1980357e-16,0.0,0.0,0.0,7.479999999999999e-16,6.60818326533537e-14,5.008771467635666e-12,1031.2912026369463,7.042791860130267e-13,1.5975900434471181e-13,1.3237174645704695e-13,0.0,0.00031437224,-1.1501942e-07,40896.45,0.04210576,-283.2363,0.0,0.0,0.0,-7.529179536227024e-13,5.7616893e-12,2.1980357e-16,0.0,0.0,0.0,7.479999999999999e-16,6.60818326533537e-14,5.008771467635666e-12,1031.2912026369463,7.042791860130267e-13,1.5975900434471181e-13,1.3237174645704695e-13,0.0
1,1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,-0.9923420100817008,34610D,270.59445,4.412834,-1.6215945,166.4614433816596,73753.04923521203,0.35625411758652786,1.311800754510052,64.13422995891857,121.408757445762,3103.222981336503,0.0001935861714141,56095.647368712234,0.0353295453254493,0.5344519163243214,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,17.19963220110144,2.5766152192176737,0.5047907736624325,60.704308295200754,18.970501154553418,36.28235538999999,1450000000000000.0,34.3557837116401,934.271587833302,1637.03529595101,0.0193586171414,0.0309074437811111,0.655900377255026,60.704378722881,21.2214372013475,21.217329819700076,12.16327701362744,1.124082575912199,735308534463638.6,18.41667627952225,1217596612405237.5,0.003541372580982715,1.788931597822672e-05,3.0968000000000004,35.8,2023-08-06 03:02:00,0.0001935861714141237,0.03532958278462041,0.0,560.9564736871223,1,0.0001935861714141237,4.412834,-1.6215945,0.03532958278462041,0.0,0.0,0.7221920915682877,0.0,9596.215333846398,-0.42451417959346743,-0.9054212894139861,4.111670589009877,241.31299233798808,0.03446123733182803,inf,0.0,231.01589725813116,0.0,0.0,0.0,0 days,0.00018941102,-3.34818e-07,49050.055,0.03367048,-283.46872,0.0,0.0,0.9999999999999999,-7.134626994985502e-13,4.839623e-12,2.367464e-16,0.0,0.0,0.0,7.479999999999999e-16,5.462482853707296e-14,4.126160164839458e-12,1030.7208682953956,1.1501032458562664e-12,1.823198197963148e-13,1.51064993545518e-13,0.0,0.00018941102,-3.34818e-07,49050.055,0.03367048,-283.46872,0.0,0.0,0.0,-7.134626994985502e-13,4.839623e-12,2.367464e-16,0.0,0.0,0.0,7.479999999999999e-16,5.462482853707296e-14,4.126160164839458e-12,1030.7208682953956,1.1501032458562664e-12,1.823198197963148e-13,1.51064993545518e-13,0.0
2,2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,-0.9923747216439064,34610D,264.98743,8.588638,-0.2714049,179.72457104345574,73688.91500525312,0.3884258472131842,0.917753772242654,60.957079863355645,85.7753987443174,1801.8619639507328,0.0007412823890235,49718.84686406126,0.1938991804639752,0.5079756655279637,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,16.36449369879685,2.4425433438353226,0.5507468940328257,42.888475240304494,18.2740906442056,36.28235539,1450000000000000.0,26.8509615229644,878.311342553759,1464.84617726203,0.0741282389024,0.0265933279782607,0.458876886121327,42.8876993721587,17.2553388765951,17.24255727254723,14.2399118012062,0.9489415461963614,629237977911266.1,16.647633182374364,1111252382835393.2,0.0019668264388670084,1.3201777081149307e-05,3.0968000000000004,35.8,2023-08-06 03:03:00,0.0007412823890235383,0.19389927833272583,0.0,497.18846864061265,2,0.0007412823890235383,8.588638,-0.2714049,0.19389927833272583,0.0,0.0,0.6536394006413844,0.0,9853.913159025033,-0.4250902117609422,-0.9051509884350993,3.8377848400871004,240.51672955925687,0.1790717266662605,inf,0.0,230.87075931147515,0.0,0.0,0.0,0 days,0.00071576424,-2.0165807e-07,58308.324,0.18298824,-283.67368,0.0,0.0,1.0,-6.687152235878871e-13,3.9724417e-12,2.2648197e-16,0.0,0.0,0.0,7.480000000000001e-16,4.392292934702002e-14,3.303726721241282e-12,1030.1555875492763,3.578059698157348e-13,1.275534426988216e-13,1.0568713823616649e-13,0.0,0.00071576424,-2.0165807e-07,58308.324,0.18298824,-283.67368,0.0,0.0,0.0,-6.687152235878871e-13,3.9724417e-12,2.2648197e-16,0.0,0.0,0.0,7.480000000000001e-16,4.392292934702002e-14,3.303726721241282e-12,1030.1555875492763,3.578059698157348e-13,1.275534426988216e-13,1.0568713823616649e-13,0.0
3,3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,-0.9923958668288212,34610D,260.99844,9.379705,-2.1696858,189.4957545517248,73627.95792538975,0.40273124704322216,0.851704039109952,59.65971503244655,78.2781315287742,1680.2087624895548,0.000779637243564,46295.246647158914,0.270716157517498,0.4971642919370546,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,16.383183327865396,2.444704559289268,0.5851102846984941,39.13892066357717,18.05453239154851,36.28235539,1449999999999999.8,25.4323432111242,870.298032310438,1433.19121126813,0.0779637243564,0.0259538663465252,0.425852019554976,39.1390657643871,16.4080377801588,16.39525542840907,14.989012655336625,0.9196960502544193,607109241416977.9,15.868239286639524,1062669934415187.8,0.0017152995236634928,1.1752983233160384e-05,3.0968000000000004,35.8,2023-08-06 03:04:00,0.0007796372435640333,0.27071610343667396,0.0,462.95246647158916,3,0.0007796372435640333,9.379705,-2.1696858,0.27071610343667396,0.0,0.0,0.6179323606435679,0.0,10648.381250946317,-0.028444387257436043,-0.9995953765567092,3.6592296301437495,239.97007141337497,0.2404287115180476,inf,0.0,230.63988410200116,0.0,0.0,0.0,0 days,0.0007618411,-1.5059587e-07,63745.21,0.26406848,-283.82532,0.0,0.0,1.0,-6.424194870334705e-13,3.493573e-12,2.2254592e-16,0.0,0.0,0.0,7.480000000000001e-16,3.803554095710767e-14,2.851153463930354e-12,1029.5726011705922,2.499197157052971e-13,1.183735612260086e-13,9.808095073012144e-14,0.0,0.0007618411,-1.5059587e-07,63745.21,0.26406848,-283.82532,0.0,0.0,0.0,-6.424194870334705e-13,3.493573e-12,2.2254592e-16,0.0,0.0,0.0,7.480000000000001e-16,3.803554095710767e-14,2.851153463930354e-12,1029.5726011705922,2.499197157052971e-13,1.183735612260086e-13,9.808095073012144e-14,0.0
4,4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,-0.9924721325228912,34610D,257.07004,8.466382,-3.2165384,196.39040467329772,73568.29821035732,0.4081969422944992,0.878212547579378,58.70622490753805,78.9378005541566,1846.090959939976,0.0006181989894649,43271.52378881695,0.2876048597497055,0.4892185408961504,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,15.535189984326824,2.320674658899568,0.6110148455756775,39.46977605057788,17.9401286341218,36.28235539,1450000000000000.0,25.5793926652898,875.578837930563,1466.56167901011,0.0618198989465,0.0267177071169291,0.439106273789689,39.4689002770783,16.4350283453575,16.42487450453671,14.190845105553546,0.9391860164343352,614849578526276.4,15.033272269808586,1011829599712148.6,0.0019381450072690916,1.2563005264036406e-05,3.0968000000000004,35.8,2023-08-06 03:05:00,0.0006181989894649016,0.287604916083079,0.0,432.7152378881695,4,0.0006181989894649016,8.466382,-3.2165384,0.287604916083079,0.0,0.0,0.5863989346721079,0.0,11699.443548113244,0.3434220995131197,-0.939181165465961,3.451338865416949,239.30302391718948,0.24574725958061847,inf,0.0,230.05611440146058,0.0,0.0,0.0,0 days,0.0006073314,-1.8227563e-07,68793.67,0.25554326,-283.3789,0.0,0.0,0.9999999999999998,-6.180838993377387e-13,3.0890288e-12,2.249879e-16,0.0,0.0,0.0,7.480000000000002e-16,3.30952721149955e-14,2.4709449390551836e-12,1029.530945105393,2.5234820681689433e-13,1.2205782994639056e-13,1.0113363052700934e-13,0.0,0.0006073314,-1.8227563e-07,68793.67,0.25554326,-283.3789,0.0,0.0,0.0,-6.180838993377387e-13,3.0890288e-12,2.249879e-16,0.0,0.0,0.0,7.480000000000002e-16,3.30952721149955e-14,2.4709449390551836e-12,1029.530945105393,2.5234820681689433e-13,1.2205782994639056e-13,1.0113363052700934e-13,0.0
5,5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,-0.9926205650403191,34610D,252.68724,6.27715,-3.7803628,202.1271892256821,73509.59198544978,0.41945030216980456,0.811041431583874,57.78156435703007,72.7837984317266,1700.8447353425547,0.0002923645392465,40127.886851424635,0.1910193382643306,0.4815130363085839,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,15.772679484443415,2.3612905504963595,0.6342935216967326,36.39142278800693,17.870272427135056,36.28235538999999,1450000000000000.0,24.1543721918041,866.325179363189,1429.1230386974,0.0292364539247,0.0260550902975336,0.405520715791937,36.3918992158633,15.5639727654417,15.55942374168852,15.20518763115064,0.905106127749896,602741349007403.6,14.035258184111813,951874721797128.0,0.0016363561735006202,1.1194663328032281e-05,3.0968000000000004,35.8,2023-08-06 03:06:00,0.00029236453924656085,0.19101930109102352,0.0,401.2788685142464,5,0.00029236453924656085,6.27715,-3.7803628,0.19101930109102352,0.0,0.0,0.5532296237755385,0.0,12108.452584480177,0.3185508831008655,-0.947905762655581,3.2617261450896424,238.6628608017298,0.15631246855934153,inf,0.0,229.09349727586687,0.0,0.0,0.0,0 days,0.00028762367,-2.787391e-07,74235.38,0.18439601,-282.58527,0.0,0.0,1.0,-5.919168613701732e-13,2.683298e-12,2.3242364e-16,0.0,0.0,0.0,7.480000000000001e-16,2.8168379995540944e-14,2.0913812585533717e-12,1030.0912745312264,1.6653493121080613e-13,1.127220937671629e-13,9.339830626422069e-14,0.0,0.00028762367,-2.787391e-07,74235.38,0.18439601,-282.58527,0.0,0.0,0.0,-5.919168613701732e-13,2.683298e-12,2.3242364e-16,0.0,0.0,0.0,7.480000000000001e-16,2.8168379995540944e-14,2.0913812585533717e-12,1030.0912745312264,1.6653493121080613e-13,1.127220937671629e-13,9.339830626422069e-14,0.0
6,6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,-0.9927580750780172,34610D,249.67859,3.2583733,-1.0804465,205.7883175065305,73451.81042109274,0.4154258445529154,0.877938459054056,56.13326340153813,76.6430485029822,1991.42823138281,9.08975139322577e-05,37395.86563801814,0.0742145125969053,0.4677771950128178,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,14.762946494176692,2.213100058991868,0.6496617124340985,38.32155045569328,17.650593597284704,36.28235539,1450000000000000.0,24.8731007090151,884.037232162749,1498.99473484318,0.00908975139323,0.0277638952567294,0.438969229527028,38.3215242514911,15.8107940354886,15.809357004240049,14.007761920022965,0.9689308194217922,587749291582002.5,13.023280304928466,891911940643637.2,0.002051027404665174,1.3004472530801296e-05,3.0968000000000004,35.8,2023-08-06 03:07:00,9.089751393225772e-05,0.07421451237711063,0.0,373.9586563801814,6,9.089751393225772e-05,3.2583733,-1.0804465,0.07421451237711063,0.0,0.0,0.5217767657035031,0.0,12362.382706523455,0.31537134201562644,-0.948968343326195,3.0182077542835737,237.79055801953461,0.05895093231546908,inf,0.0,227.9243202301879,0.0,0.0,0.0,0 days,0.00015579231,-1.9365072e-07,79443.42,0.11081078,-281.8262,0.0,0.0,1.0,-5.668532817012732e-13,2.4462275e-12,2.2586475e-16,0.0,0.0,0.0,7.48e-16,2.540572781214323e-14,1.8793740826808084e-12,1030.6293861857162,2.0304861020215672e-13,1.2201973592153723e-13,1.0110206690641657e-13,0.0,0.00015579231,-1.9365072e-07,79443.42,0.11081078,-281.8262,0.0,0.0,0.0,-5.668532817012732e-13,2.4462275e-12,2.2586475e-16,0.0,0.0,0.0,7.48e-16,2.540572781214323e-14,1.8793740826808084e-12,1030.6293861857162,2.0304861020215672e-13,1.2201973592153723e-13,1.0110206690641657e-13,0.0
7,7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,-0.9928898959816465,34610D,246.06172,0.9882599,0.19556221,208.94826346253893,73395.6771576912,0.4212904727020625,0.808587808667002,54.35980032837696,70.502734576472,1754.9381842369917,4.786587934094397e-05,34394.55476608665,0.0516329789583429,0.452998336069808,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,14.018962157408248,2.1021732936601256,0.6644678274872744,35.251771281748,17.339658727394998,36.28235539,1450000000000000.0,23.162290385838,875.235503052845,1479.59226953042,0.00478658793409,0.0273245264742206,0.404293904333501,35.251367288236,14.7960077081275,14.795299518105953,14.21317277901838,0.9379217188794048,570917180634690.5,11.836947578737393,821777223253442.1,0.0018945877578089906,1.162510472082892e-05,3.0968000000000004,35.8,2023-08-06 03:08:00,4.786587934094397e-05,0.051632962541915656,0.0,343.9455476608665,7,4.786587934094397e-05,0.9882599,0.19556221,0.051632962541915656,0.0,0.0,0.4869541655523173,0.0,12525.288811002994,0.3164648412131288,-0.9486042400685067,2.804000532247934,236.97015909226988,0.0395717563908578,inf,0.0,227.11019955399533,0.0,0.0,0.0,0 days,4.391799e-05,-1.4630774e-07,85332.91,0.047555566,-281.52774,0.0,0.0,1.0,-5.384821418992132e-13,2.2047277e-12,2.222154e-16,0.0,0.0,0.0,7.480000000000001e-16,2.2631408653032325e-14,1.6662456359254144e-12,1031.1731771188815,1.531553566971519e-13,1.1238107849749315e-13,9.311575075506577e-14,0.0,4.391799e-05,-1.4630774e-07,85332.91,0.047555566,-281.52774,0.0,0.0,0.0,-5.384821418992132e-13,2.2047277e-12,2.222154e-16,0.0,0.0,0.0,7.480000000000001e-16,2.2631408653032325e-14,1.6662456359254144e-12,1031.1731771188815,1.531553566971519e-13,1.1238107849749315e-13,9.311575075506577e-14,0.0
8,8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,-0.9930171170249033,34610D,242.07053,0.02678132,2.9780252,211.07937872131737,73341.31735736283,0.425110680459387,0.760818549128188,53.49540233192114,66.2633217203592,1546.502207574962,4.7608095860547394e-05,31913.2970959831,0.071961947990371,0.4457950194326762,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,13.326081274815207,1.9982777618675045,0.676755907868088,33.131634098169215,17.146561290735544,36.28235539,1449999999999999.8,21.9016772996254,867.427271165423,1468.36573985436,0.00476080958605,0.0270761975547838,0.380409274564094,33.1316608601796,14.0495826193617,14.048913777327854,14.228477984733976,0.9091524594646558,574435526435624.8,10.83657196796777,762451387000627.6,0.0018018268051605,1.0793304946632815e-05,3.0968000000000004,35.8,2023-08-06 03:09:00,4.760809586054739e-05,0.07196203823282782,0.0,319.1329709598311,8,4.760809586054739e-05,0.02678132,2.9780252,0.07196203823282782,0.0,0.0,0.4592743625190671,0.0,12767.491119874136,0.31756288982673087,-0.9482372124130625,2.61900525886737,236.2157408409285,0.053014917750337134,inf,0.0,226.4752807480964,0.0,0.0,0.0,0 days,4.093717e-05,-3.051102e-07,90669.47,0.0594714,-281.49368,0.0,0.0,0.9999999999999999,-5.12757497855559e-13,2.045286e-12,2.3445642e-16,0.0,0.0,0.0,7.48e-16,2.090532679722113e-14,1.53252849099009e-12,1031.7252139766993,1.2605321979509087e-13,1.0574189738635496e-13,8.761471497726555e-14,0.0,4.093717e-05,-3.051102e-07,90669.47,0.0594714,-281.49368,0.0,0.0,0.0,-5.12757497855559e-13,2.045286e-12,2.3445642e-16,0.0,0.0,0.0,7.48e-16,2.090532679722113e-14,1.53252849099009e-12,1031.7252139766993,1.2605321979509087e-13,1.0574189738635496e-13,8.761471497726555e-14,0.0
9,9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,-0.9931400660175196,34610D,239.86867,-1.1880412,5.5283885,213.09157407885257,73287.8219550309,0.42849847922846207,0.719920649207202,51.669967157333154,62.604209964932,1341.7773213810729,4.010496081121328e-05,29850.23293677357,0.0716011523834331,0.4305830596444429,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,12.852677939934123,1.927386234845018,0.6863359227271146,31.30295507060845,16.826143259390456,36.28235539,1450000000000000.0,20.8008651625387,864.295819388731,1460.28554967873,0.00401049608112,0.0269591908705889,0.359960324603601,31.302104982466,13.3520448121572,13.351509350397931,14.43972846820368,0.897668481668902,548899808401609.9,9.979771809816814,711564335120720.9,0.001712805420689827,9.977855050241991e-06,3.0968000000000004,35.8,2023-08-06 03:10:00,4.010496081121327e-05,0.07160112879096547,0.0,298.5023293677357,9,4.010496081121327e-05,-1.1880412,5.5283885,0.07160112879096547,0.0,0.0,0.43352749486363135,0.0,12949.242679689742,0.3186547838849259,-0.9478708396755601,2.464202869678112,235.5473130669842,0.05161139377465525,inf,0.0,225.8636987374039,0.0,0.0,0.0,0 days,3.9100556e-05,-4.2457157e-07,95156.43,0.072061814,-281.79724,0.0,0.0,1.0,-4.91114944811866e-13,1.9187891e-12,2.4366488e-16,0.0,0.0,0.0,7.480000000000001e-16,1.955142865457658e-14,1.4276741356496253e-12,1032.2881461128534,1.0562652721311555e-13,1.000577279589431e-13,8.290497459455286e-14,0.0,3.9100556e-05,-4.2457157e-07,95156.43,0.072061814,-281.79724,0.0,0.0,0.0,-4.91114944811866e-13,1.9187891e-12,2.4366488e-16,0.0,0.0,0.0,7.480000000000001e-16,1.955142865457658e-14,1.4276741356496253e-12,1032.2881461128534,1.0562652721311555e-13,1.000577279589431e-13,8.290497459455286e-14,0.0
