,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact_conservative,accf_issr_co2_impact_optimistic,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact_conservative,accf_sac_co2_impact_optimistic,accf_sac_contrails_atr20
0,0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,-0.7724088311487793,34610D,278.66312,7.7999487,4.694784,163.28162977263557,72050.86530599192,0.33550518727449896,1.26556496053944,63.86559402825338,114.6818768940604,2759.1399840641493,0.0003415078703481,62250.43576468452,0.0358443461306008,0.5322132835687782,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.4879269231538516,57.341088289075216,19.00474153956554,34.75474391774857,1472950162321773.0,33.3648401143826,918.157794614903,1897.32710705639,0.0341507870348,0.0304115948196393,0.63278248026972,57.3409384470302,20.8072770935735,20.8001736705604,0.03415078703481,1.0,693658201806707.9,13.935695617551255,1075144402528730.2,0.028651634979665688,1.4809261497183252e-05,2.8440000000000003,35.8,2023-11-06 03:01:00,0.0003415078703481302,0.035844362158606126,0.0,0,622.5043576468452,0.0003415078703481302,7.7999487,4.694784,0.035844362158606126,0.0,0.0,0.7782253069256921,0.0,9537.146941901803,-0.4305476864931945,-0.9025678310550171,4.704024718736904,242.88583522866188,0.03779805116796636,inf,0.0,232.446349436305,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00033368016,-1.5821067e-07,40625.246,0.037845775,-283.36313,0.0,0.0,0.9999999999999999,-8.245793194745773e-13,6.059078e-12,2.236166e-16,0.0,0.0,0.0,7.479999999999999e-16,6.902010127925383e-14,5.234498822752133e-12,1346.9897201789868,1.1388334335937667e-11,1.6153509164010463e-13,1.0769006109340307e-14,0.0,0.00033368016,-1.5821067e-07,40625.246,0.037845775,-283.36313,0.0,0.0,0.0,-8.245793194745773e-13,6.059078e-12,2.236166e-16,0.0,0.0,0.0,7.479999999999999e-16,6.902010127925383e-14,5.234498822752133e-12,1346.9897201789868,1.1388334335937667e-11,1.6153509164010463e-13,1.0769006109340307e-14,0.0
1,1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,-0.7718664551978596,34610D,273.306,12.495596,8.079913,177.87600332251685,71986.99971196367,0.3453078454991269,1.385517848020016,61.340329136774834,118.6177399221382,3132.417765275607,0.0003751750707074,56095.647368712234,0.0546588523724593,0.5111694094731236,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.5367227321443272,59.308459497813,18.596681067246983,36.05492700027828,1453416784015768.2,34.8944562887755,943.9608745644,1976.94093587421,0.0375175070707,0.0325948546473649,0.692758924010008,59.3088699610691,21.2536282644848,21.245657423458727,0.0375175070707399,1.0,669097659039660.8,12.75767366793047,992958270470622.4,0.03217106248117068,1.4284905986929649e-05,2.8440000000000003,35.8,2023-11-06 03:02:00,0.00037517507070747297,0.05465890027198749,0.0,1,560.9564736871223,0.00037517507070747297,12.495596,8.079913,0.05465890027198749,0.0,0.0,0.7150270093311909,0.0,9596.215333846398,-0.42451417959346743,-0.9054212894139861,4.302525271856127,241.84053354379012,0.05473621926661782,inf,0.0,231.56870210979915,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0003672491,-1.3780713e-07,48869.688,0.05455159,-283.62576,0.0,0.0,0.9999999999999999,-7.755129444816141e-13,5.0947237e-12,2.227147e-16,0.0,0.0,0.0,7.479999999999999e-16,5.712045534696227e-14,4.3192108204965034e-12,1346.8676152631779,1.1551361668522069e-11,1.768457246584294e-13,1.1789714977228625e-14,0.0,0.0003672491,-1.3780713e-07,48869.688,0.05455159,-283.62576,0.0,0.0,0.0,-7.755129444816141e-13,5.0947237e-12,2.227147e-16,0.0,0.0,0.0,7.479999999999999e-16,5.712045534696227e-14,4.3192108204965034e-12,1346.8676152631779,1.1551361668522069e-11,1.768457246584294e-13,1.1789714977228625e-14,0.0
2,2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,-0.7713207005125201,34610D,267.31464,18.895645,9.470785,193.153787165698,71925.6593828269,0.37087557032677454,0.955575932780264,58.44863697865303,80.916788868995,1816.7878655267568,0.0003407979678346,49718.84686406126,0.0728414548383633,0.4870719748221085,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.5893171001037236,40.458876826438015,18.14991481092962,36.28235539,1450000000000000.0,26.573662522949,883.067352864748,1801.13633907278,0.0340797967835,0.0279974208035033,0.477787966390132,40.4583944344975,17.0654279100719,17.059614028279018,0.03407979678346,1.0,618220872756519.8,11.489820034289094,904086594875401.6,0.023519245513469296,1.3198711618808717e-05,2.8440000000000003,35.8,2023-11-06 03:03:00,0.00034079796783469894,0.07284145514790026,0.0,2,497.18846864061265,0.00034079796783469894,18.895645,9.470785,0.07284145514790026,0.0,0.0,0.6479488924463725,0.0,9853.913159025033,-0.4250902117609422,-0.9051509884350993,3.96828656086181,240.9022016546555,0.06881805755040353,inf,0.0,230.77571048151933,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0003318987,-1.13151266e-07,58209.766,0.07207727,-283.75665,0.0,0.0,1.0,-7.199373871044635e-13,4.156374e-12,2.1998185e-16,0.0,0.0,0.0,7.480000000000001e-16,4.564165702387588e-14,3.4364365509828476e-12,1346.746592289661,4.6339161257169635e-12,1.2196848892287896e-13,8.131232594858597e-15,0.0,0.0003318987,-1.13151266e-07,58209.766,0.07207727,-283.75665,0.0,0.0,0.0,-7.199373871044635e-13,4.156374e-12,2.1998185e-16,0.0,0.0,0.0,7.480000000000001e-16,4.564165702387588e-14,3.4364365509828476e-12,1346.746592289661,4.6339161257169635e-12,1.2196848892287896e-13,8.131232594858597e-15,0.0
3,3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,-0.7707570795320169,34610D,263.0283,20.51739,8.916662,201.1011966268568,71867.21074584824,0.3796900413274339,0.878052677317728,57.46461839242065,73.111140774379,1692.689923956685,0.0005838442672859,46295.246647158914,0.1690276451883762,0.4788718199368387,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.6185440718361074,36.55458827162112,17.891648777080416,36.28235539,1450000000000000.0,24.8345480365,871.076640923107,1770.21532201499,0.0583844267286,0.0272656095774862,0.439026338658864,36.5555703871895,16.1018347090753,16.092439230683816,0.05838442672859,0.9785101993462816,605049350954376.5,10.780936416446671,854237339617988.0,0.022016898986253922,1.21743283153937e-05,2.8440000000000003,35.8,2023-11-06 03:04:00,0.0005838442672859649,0.16902762152113657,0.0,3,462.95246647158916,0.0005838442672859649,20.51739,8.916662,0.16902762152113657,0.0,0.0,0.6131636107349994,0.0,10648.381250946317,-0.028444387257436043,-0.9995953765567092,3.7483245395292455,240.2457228330511,0.15313625624219263,inf,0.0,230.5168674118359,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00056421506,-5.190069e-09,63693.293,0.1730759,-283.725,0.0,0.0,1.0,-6.873053415807959e-13,3.6373016e-12,2.1679338e-16,0.0,0.0,0.0,7.480000000000001e-16,3.931474419123918e-14,2.9499962160533954e-12,1346.621778654043,3.421759097822531e-12,1.1207351982540787e-13,7.471567988360523e-15,0.0,0.00056421506,-5.190069e-09,63693.293,0.1730759,-283.725,0.0,0.0,0.0,-6.873053415807959e-13,3.6373016e-12,2.1679338e-16,0.0,0.0,0.0,7.480000000000001e-16,3.931474419123918e-14,2.9499962160533954e-12,1346.621778654043,3.421759097822531e-12,1.1207351982540787e-13,7.471567988360523e-15,0.0
4,4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,-0.7705890318119886,34610D,258.88858,22.020441,9.9695635,205.2906069563888,71809.74612745582,0.3827701372987381,0.985928968291234,56.79287852746055,81.0705339917584,1858.692196279128,0.0005618608307643,43271.52378881695,0.2209586145769382,0.4732739877288379,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.6364581177336691,40.53568044127288,17.751665631174536,36.28235539,1449999999999999.8,26.636260484761,891.066537345072,1840.83294664935,0.0561860830764,0.0291767782851524,0.492964484145617,40.5352669958792,16.895781958095,16.88629421080119,0.05618608307643,1.0,625757037310476.5,9.920748804299215,795558284091422.1,0.02411599767788783,1.3359605026072784e-05,2.8440000000000003,35.8,2023-11-06 03:05:00,0.000561860830764309,0.22095865181038826,0.0,4,432.7152378881695,0.000561860830764309,22.020441,9.9695635,0.22095865181038826,0.0,0.0,0.5822798270673669,0.0,11699.443548113244,0.3434220995131197,-0.939181165465961,3.520923309504953,239.53016316007054,0.1922107714374001,inf,0.0,230.030374022613,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0005474022,1.4382662e-08,68782.26,0.20416646,-283.5313,0.0,0.0,0.9999999999999998,-6.570387695960568e-13,3.2035691e-12,2.1410425e-16,0.0,0.0,0.0,7.480000000000002e-16,3.406699883969826e-14,2.5465303528819532e-12,1346.6128603582936,3.632879291272156e-12,1.2584271152361375e-13,8.38951410157425e-15,0.0,0.0005474022,1.4382662e-08,68782.26,0.20416646,-283.5313,0.0,0.0,0.0,-6.570387695960568e-13,3.2035691e-12,2.1410425e-16,0.0,0.0,0.0,7.480000000000002e-16,3.406699883969826e-14,2.5465303528819532e-12,1346.6128603582936,3.632879291272156e-12,1.2584271152361375e-13,8.38951410157425e-15,0.0
5,5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,-0.7708483193588602,34610D,254.34822,23.609188,12.299578,214.28789063562525,71752.95324892836,0.39107614226205256,0.961637837727572,55.834398846448046,77.3969190820782,1712.169700743779,0.0003474432779722,40127.886851424635,0.1936401109478855,0.4652866570537337,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.6702556251215286,38.69868878294194,17.659636868551384,36.28235539,1450000000000000.0,25.9323583549551,888.701005594519,1840.46317855165,0.0347443277972,0.029224322762399,0.480818918863786,38.6984595410391,16.4526967065401,16.446982313092487,0.03474432779722,1.0,622834461744153.8,9.365704018139091,755053616821432.9,0.02382019558251906,1.3297209474929266e-05,2.8440000000000003,35.8,2023-11-06 03:06:00,0.00034744327797227103,0.1936400284643392,0.0,5,401.2788685142464,0.00034744327797227103,23.609188,12.299578,0.1936400284643392,0.0,0.0,0.5496168470063568,0.0,12108.452584480177,0.3185508831008655,-0.947905762655581,3.3090575261142696,238.825683276691,0.16107682388408712,inf,0.0,229.26079861823666,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00034410084,-4.4077105e-08,74267.48,0.18568401,-283.07806,0.0,0.0,1.0,-6.244292385853169e-13,2.7733063e-12,2.1454625e-16,0.0,0.0,0.0,7.480000000000001e-16,2.889794954877219e-14,2.1488771771637183e-12,1346.732823285969,2.953382587440972e-12,1.2274222271111502e-13,8.182814847407668e-15,0.0,0.00034410084,-4.4077105e-08,74267.48,0.18568401,-283.07806,0.0,0.0,0.0,-6.244292385853169e-13,2.7733063e-12,2.1454625e-16,0.0,0.0,0.0,7.480000000000001e-16,2.889794954877219e-14,2.1488771771637183e-12,1346.732823285969,2.953382587440972e-12,1.2274222271111502e-13,8.182814847407668e-15,0.0
6,6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,-0.7710908985754593,34610D,251.36261,25.192188,12.773018,223.1378990616217,71697.11885008191,0.39373480445550585,1.030386822537756,53.947769212061424,80.1824274117626,2004.1485748352345,0.0001134681014091,37395.86563801814,0.0785452923314281,0.4495647434338451,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.7020696861794665,40.09045470448908,17.44842088125055,36.28235538999999,1450000000000000.2,26.7537360651551,908.868841416345,1904.88268892845,0.0113468101409,0.0309470207086352,0.515193411268878,40.0912137058813,16.64759319223,16.64570443575106,0.01134681014091,1.0,595965638083499.4,8.900011310004215,720638400920597.4,0.02598494378540241,1.2723573302710813e-05,2.8440000000000003,35.8,2023-11-06 03:07:00,0.00011346810140919086,0.07854536823763841,0.0,6,373.9586563801814,0.00011346810140919086,25.192188,12.773018,0.07854536823763841,0.0,0.0,0.5182810886456463,0.0,12362.382706523455,0.31537134201562644,-0.948968343326195,3.0966658231090656,238.07819490275065,0.06343853365818912,inf,0.0,228.2014910037154,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0002103646,-1.3638137e-07,79517.6,0.13201445,-282.74625,0.0,0.0,1.0,-5.932129517064093e-13,2.5152777e-12,2.2152204e-16,0.0,0.0,0.0,7.48e-16,2.5956362428119738e-14,1.9220646456059437e-12,1346.8480295316403,3.08774422636665e-12,1.3151725513358636e-13,8.767817008905756e-15,0.0,0.0002103646,-1.3638137e-07,79517.6,0.13201445,-282.74625,0.0,0.0,0.0,-5.932129517064093e-13,2.5152777e-12,2.2152204e-16,0.0,0.0,0.0,7.48e-16,2.5956362428119738e-14,1.9220646456059437e-12,1346.8480295316403,3.08774422636665e-12,1.3151725513358636e-13,8.767817008905756e-15,0.0
7,7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,-0.7713346896079789,34610D,247.54424,27.571053,12.917055,231.0924892361292,71643.17108086984,0.4029755019893053,0.943074788028314,52.12983242944427,72.524941352664,1769.446846234293,9.078688276980212e-05,34394.55476608665,0.0843125706430423,0.4344152702453689,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.732683865932569,36.26185568303181,17.15465413192357,36.28235539,1450000000000000.0,24.8684531382319,896.993312243389,1874.54245938374,0.00907868827698,0.0301950507412385,0.471537394014157,36.262470676332,15.6163802490373,15.614962615256896,0.0090786882769802,1.0,580647237366353.1,8.232943012226032,672907404105529.2,0.024342788176832744,1.2396532980333031e-05,2.8440000000000003,35.8,2023-11-06 03:08:00,9.078688276980216e-05,0.084312539382143,0.0,7,343.9455476608665,9.078688276980216e-05,27.571053,12.917055,0.084312539382143,0.0,0.0,0.48403784122372606,0.0,12525.288811002994,0.3164648412131288,-0.9486042400685067,2.8921607730581527,237.3143004137368,0.06557275602622625,inf,0.0,227.517462456143,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,8.8977926e-05,-2.0778995e-07,85459.945,0.08032012,-282.7436,0.0,0.0,1.0,-5.578748189388457e-13,2.2543317e-12,2.2695464e-16,0.0,0.0,0.0,7.480000000000001e-16,2.3028895484058072e-14,1.6964569869794143e-12,1346.9644516743629,2.336740887755309e-12,1.2037285880820536e-13,8.024857253880356e-15,0.0,8.8977926e-05,-2.0778995e-07,85459.945,0.08032012,-282.7436,0.0,0.0,0.0,-5.578748189388457e-13,2.2543317e-12,2.2695464e-16,0.0,0.0,0.0,7.480000000000001e-16,2.3028895484058072e-14,1.6964569869794143e-12,1346.9644516743629,2.336740887755309e-12,1.2037285880820536e-13,8.024857253880356e-15,0.0
8,8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,-0.7715814161082858,34610D,244.62358,29.081886,12.692558,236.4850891755371,71591.04124844041,0.40859241025932486,0.882617941139096,50.27715939357473,67.2523896943704,1560.8214838572055,4.978046659846859e-05,31913.2970959831,0.0577140271532692,0.4189763282797894,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.754243908768641,33.62602502567722,16.851595719567516,36.28235539,1450000000000000.0,23.4347781462051,890.584771717849,1859.9323298216,0.00497804665985,0.029854808839032,0.441308970569548,33.6261948471852,14.7818387633614,14.781102953159552,0.0049780466598468,1.0,560283958071975.0,7.556881141914914,625370857402135.9,0.023401674273611128,1.196178698118653e-05,2.8440000000000003,35.8,2023-11-06 03:09:00,4.978046659846859e-05,0.057714018590107836,0.0,8,319.1329709598311,4.978046659846859e-05,29.081886,12.692558,0.057714018590107836,0.0,0.0,0.45448107803181814,0.0,12767.491119874136,0.31756288982673087,-0.9482372124130625,2.7089083576797526,236.5880597002855,0.04360695250192372,inf,0.0,226.77864573709704,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,5.851952e-05,-1.86993e-07,90856.586,0.06273582,-282.89148,0.0,0.0,0.9999999999999999,-5.257781298594758e-13,2.096232e-12,2.2535155e-16,0.0,0.0,0.0,7.48e-16,2.1389252844016034e-14,1.5704539455911062e-12,1347.081566111325,1.946238846395291e-12,1.1265622425602957e-13,7.51041495040197e-15,0.0,5.851952e-05,-1.86993e-07,90856.586,0.06273582,-282.89148,0.0,0.0,0.0,-5.257781298594758e-13,2.096232e-12,2.2535155e-16,0.0,0.0,0.0,7.48e-16,2.1389252844016034e-14,1.5704539455911062e-12,1347.081566111325,1.946238846395291e-12,1.1265622425602957e-13,7.51041495040197e-15,0.0
9,9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,-0.7718345689144034,34610D,241.77797,29.315107,12.842211,240.5824549130588,71540.76408904683,0.41322100020495495,0.831549801291284,48.902144102240015,62.9876105895158,1349.08080227503,3.5166554318439825e-05,29850.23293677357,0.0512725294158622,0.4075178675186668,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.7718142695746968,31.49292153642404,16.60902136061118,36.28235538999999,1450000000000000.0,22.2279446540336,884.157720383242,1845.64124169574,0.00351665543184,0.0295289679986764,0.415774900645642,31.4938052947579,14.0802381127671,14.07974297672092,0.0035166554318439,1.0,547590530060657.5,6.965008574975343,583679153652401.4,0.02251220825215198,1.1690788535229056e-05,2.8440000000000003,35.8,2023-11-06 03:10:00,3.5166554318439825e-05,0.051272557398097086,0.0,9,298.5023293677357,3.5166554318439825e-05,29.315107,12.842211,0.051272557398097086,0.0,0.0,0.43010396522632344,0.0,12949.242679689742,0.3186547838849259,-0.9478708396755601,2.5537431770357975,235.93832055846715,0.03766356247729858,inf,0.0,226.1681897970807,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,3.4416757e-05,-1.6187018e-07,95395.66,0.051420778,-283.15225,0.0,0.0,1.0,-4.987788896766333e-13,1.9679328e-12,2.23415e-16,0.0,0.0,0.0,7.480000000000001e-16,2.0070415897103048e-14,1.4691539155995824e-12,1347.1989572447787,1.650155643615235e-12,1.0613795225307385e-13,7.075863483538256e-15,0.0,3.4416757e-05,-1.6187018e-07,95395.66,0.051420778,-283.15225,0.0,0.0,0.0,-4.987788896766333e-13,1.9679328e-12,2.23415e-16,0.0,0.0,0.0,7.480000000000001e-16,2.0070415897103048e-14,1.4691539155995824e-12,1347.1989572447787,1.650155643615235e-12,1.0613795225307385e-13,7.075863483538256e-15,0.0
