Unnamed: 0.1,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
0,0,1,801733.0,IGO1004,1.4106889349229954,104.0191171175605,120.379999896,586.74,0.6219228813082593,34610D,295.35596,5.4907565,-3.296568,120.0168323205562,69071.85498457607,0.2651634777546458,0.59148397717299,39.07076521743225,56.2336106537014,50.6110030777061,0.0156347051008382,94472.02900687772,0.7179137155505386,0.3255897101452688,0.491244631190331,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.3483585741141813,28.115916965403567,10.314348052611848,8.236769486222281,747503554169198.5,18.6594887914072,758.154455464529,1505.85742676368,1.56347051008,0.0224624167320293,0.295741988586495,28.1168053268507,13.1660805742596,12.96340161293759,1.5634705100838202,0.5381309060650987,661597922561525.0,,,0.0113556702636355,8.51618714597678e-06,3.16,35.8,2023-02-06 02:01:00,0.0156347051008382,0.7179134295854497,0.0,0,944.7202900687772,0.0156347051008382,5.4907565,-3.296568,0.7179134295854497,1.9530271,0.0,1.114294412513621,870.9075406136299,7614.667628717853,0.93203951281371,0.3623566565608839,6.0322267612975855,245.85613618145763,0.8865258487671624,inf,0.0,241.2159626397172,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.015293001,2.5160138e-09,5869.5615,0.86266494,-166.18799,0.0,0.0,1.0,-1.013079119015549e-12,1.060168e-11,2.1218874e-16,0.0,-0.0,0.0,7.48e-16,1.256120066548391e-13,9.588601377874755e-12,1294.3264554434188,7.614667628717854,3.864223812866644e-12,0.015293001,2.5160138e-09,5869.5615,0.86266494,-166.18799,0.0,0.0,0.0,-1.013079119015549e-12,1.060168e-11,2.1218874e-16,0.0,-0.0,0.0,7.48e-16,1.256120066548391e-13,9.588601377874755e-12,1294.3264554434188,7.614667628717854,0.0
1,1,2,801733.0,,1.4745127782828862,104.04393870359776,133.41259247733333,601.5917197452229,0.6250888574397038,34610D,295.2143,5.429634,-3.1320224,138.0485197861185,69032.78421935864,0.2990304077846513,0.935247449436026,61.94960410199566,87.1749225184482,1519.5710717238292,0.0156537896422767,94303.56884702292,0.7246824103809559,0.5162467008499638,0.7850182881836559,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.4007931469214061,43.587249262465214,12.708571552259556,20.17957980793296,1311207246371980.2,27.499954915883,830.130742407953,1650.14693016147,1.56537896423,0.0253823710358832,0.467623724718013,43.5874612592241,18.4231695319925,18.139221967045803,1.56537896422767,0.793795020807128,1071861858813827.6,,,0.0149505922133111,1.7193573235249893e-05,3.16,35.8,2023-02-06 02:02:00,0.0156537896422767,0.7246830701044581,0.0,1,943.035688470229,0.0156537896422767,5.429634,-3.1320224,0.7246830701044581,1.9054937,0.0,1.1128411766439708,875.3407979319372,8116.674608168534,0.8118862591610064,-0.583815640579753,6.312496536292506,246.4075844822605,0.8937071211757122,inf,0.0,241.87100740405936,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.015315562,1.5711432e-08,6024.951,0.8694665,-170.49547,0.0,0.0,1.0,-1.0120233061920445e-12,1.0568083e-11,2.1273917e-16,0.0,-0.0,0.0,7.479999999999999e-16,1.2518951780169914e-13,9.556059895273286e-12,1293.862278343934,8.116674608168534,8.017058304003648e-12,0.015315562,1.5711432e-08,6024.951,0.8694665,-170.49547,0.0,0.0,0.0,-1.0120233061920445e-12,1.0568083e-11,2.1273917e-16,0.0,-0.0,0.0,7.479999999999999e-16,1.2518951780169914e-13,9.556059895273286e-12,1293.862278343934,8.116674608168534,0.0
2,2,3,801733.0,,1.5336845271932014,104.00137361944992,146.44518505866665,1047.1433121019109,0.6274129916548385,34610D,292.72772,7.317875,-0.7790148,150.86000581547844,68970.83461525664,0.3144350265289271,0.956953481379372,64.49275634909623,85.828014075658,1522.1075434489246,0.0134464103802055,89361.70680416205,0.7035760296694111,0.5374396362424685,0.8406609662618023,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.4398447351589056,42.91408220765032,13.481077033538512,22.49858329327047,1420664802148402.5,28.0127582158081,839.330925036765,1665.95594414923,1.34464103802,0.0256127716957039,0.478476740689686,42.914007037829,18.6811777489097,18.43331581972968,1.34464103802055,0.8326903308002095,1067781522254939.4,35.34647514479549,1868883388001579.2,0.0160595658605247,1.742839655257461e-05,3.16,35.8,2023-02-06 02:03:00,0.0134464103802055,0.7035759684027695,0.0,2,893.6170680416205,0.0134464103802055,7.317875,-0.7790148,0.7035759684027695,1.9530495,0.0,1.063481780183461,878.5951833170445,8116.598342372834,0.8118941346415219,-0.5838046883459348,6.104616702616724,246.0007127553984,0.847783165469105,inf,0.0,240.7374210399939,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.013147701,1.1731477e-08,10607.013,0.82706934,-174.51561,0.0,0.0,1.0,-9.854895626530157e-13,9.8334405e-12,2.145164e-16,0.0,-0.0,0.0,7.48e-16,1.1598587877586357e-13,8.84795095167671e-12,1293.4286163627446,8.116598342372834,8.158655292954227e-12,0.013147701,1.1731477e-08,10607.013,0.82706934,-174.51561,0.0,0.0,0.0,-9.854895626530157e-13,9.8334405e-12,2.145164e-16,0.0,-0.0,0.0,7.48e-16,1.1598587877586357e-13,8.84795095167671e-12,1293.4286163627446,8.116598342372834,0.0
3,3,4,801733.0,IGO1004,1.5928562761035163,103.95880853530213,159.47777764,1492.6949044585988,0.6297280070529474,34610D,290.16452,8.495584,0.9704443,164.25655846963215,68906.34185890754,0.3180445119044584,2.2940652929491,74.55776975407429,191.1403601641218,7000.146243832595,0.0120628577916945,84631.66762616119,0.7192107061750498,0.621314747950619,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.4810140719793675,95.57112672528211,16.64137945578226,29.85984286774625,1546489001016799.8,52.741808977993,997.343306745599,2101.63259373588,1.20628577917,0.0372008311510196,1.14703264647455,95.5701800820609,30.8335220204646,30.46601481625644,1.20628577916945,1.0,1104693646960374.8,34.73511080703974,1818336296371096.5,0.036107916365673,2.7655434058387312e-05,3.16,35.8,2023-02-06 02:04:00,0.0120628577916945,0.7192111062826517,0.0,3,846.3166762616119,0.0120628577916945,8.495584,0.9704443,0.7192111062826517,1.9952263,0.0,1.0160873382399571,881.8367976695581,9154.654061101975,0.7626660465466881,-0.6467924716977193,5.805234880176438,245.3925821485377,0.8460391297922277,inf,0.0,240.1356773402292,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.011790593,1.3527726e-07,15185.642,0.8245923,-177.96327,0.0,0.0,1.0,-9.589889605556057e-13,9.121187e-12,2.2136513000000002e-16,0.0,-0.0,0.0,7.48e-16,1.070779424675554e-13,8.162198257442011e-12,1292.9924434066045,9.154654061101976,4.056641153972036e-11,0.011790593,1.3527726e-07,15185.642,0.8245923,-177.96327,0.0,0.0,0.0,-9.589889605556057e-13,9.121187e-12,2.2136513000000002e-16,0.0,-0.0,0.0,7.48e-16,1.070779424675554e-13,8.162198257442011e-12,1292.9924434066045,9.154654061101976,0.0
4,4,5,801733.0,IGO1004,1.6540695966300318,103.90687330057575,173.367777628,3529.5840000000003,0.6319060493019978,34610D,279.31516,1.7076895,1.1781785,170.98448164436084,68831.78408915347,0.3453705725387584,1.058377229162774,66.32170676890641,91.992105858265,2259.7145032062485,0.0076164901088944,65513.72471949614,0.7991493237838726,0.5526808897408868,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5103482516727734,45.99521700389446,16.922863532701378,33.90287765438492,1485748226080631.5,29.2329271593654,875.76649518256,1767.54719759793,0.761649010889,0.0280026145623872,0.529188614581387,45.9960529291325,18.8978287510405,18.754981619046536,0.7616490108894399,1.0,829165916872305.5,26.04947602153048,1600692162891492.0,0.0205611534844227,2.0757739849975648e-05,3.16,35.8,2023-02-06 02:05:00,0.0076164901088944,0.7991489220216994,0.0,4,655.1372471949613,0.0076164901088944,1.7076895,1.1781785,0.7991489220216994,2.0199554,0.0,0.817109448444883,884.88660079875,10937.230704101195,0.7001003970091046,-0.714044420262279,4.663673056777456,242.78443252519867,0.8479967404882593,inf,0.0,237.6901506966264,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0074441386,1.6911505e-07,36255.746,0.8276504,-181.83824,0.0,0.0,1.0,-8.375915642096497e-13,6.3783263e-12,2.2397346000000004e-16,0.0,-0.0,0.0,7.479999999999999e-16,7.30015267527679e-14,5.540734868892923e-12,1292.541221405212,10.937230704101196,7.234467700588474e-12,0.0074441386,1.6911505e-07,36255.746,0.8276504,-181.83824,0.0,0.0,0.0,-8.375915642096497e-13,6.3783263e-12,2.2397346000000004e-16,0.0,-0.0,0.0,7.479999999999999e-16,7.30015267527679e-14,5.540734868892923e-12,1292.541221405212,10.937230704101196,0.0
5,5,6,801733.0,IGO1004,1.7228052171610169,103.83673569251752,186.743333172,4183.38,0.6338098436492641,34610D,274.9899,0.1596281,1.5812192,180.36716401186385,68765.46238238456,0.3561274180698345,1.079021290936384,64.20833376715095,91.676787657775,2259.549664067649,0.0069457949996786,60181.00734168642,0.9460304359540784,0.5350694480595912,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5425706783236671,45.83798824448502,16.84171430614636,35.0902605404988,1467909508272205.0,29.3671806287692,883.315795791381,1791.4312273395,0.694579499968,0.0286239950986092,0.539510645468192,45.8383938288875,18.8481951457016,18.7181824873777,0.6945794999678601,1.0,805686404496456.2,24.48171261641314,1511950906195332.5,0.0213964075244656,2.0169942402221628e-05,3.16,35.8,2023-02-06 02:06:00,0.0069457949996786,0.9460307245322814,0.0,5,601.8100734168642,0.0069457949996786,0.1596281,1.5812192,0.9460307245322814,2.0168622,3.4582754e-09,0.7624039867256165,887.5523608449566,11369.69839384247,0.7009670382757435,-0.7131936702263506,4.353125378382825,241.97691746540727,0.9629204344522012,inf,0.0,239.2639648323786,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0067839865,-8.685706e-08,43031.72,0.94051224,-186.66278,0.0,0.0,1.0,-7.984880377962072e-13,5.5494216e-12,2.1847983e-16,0.0,-0.0,0.0,7.479999999999998e-16,6.272861719994359e-14,4.750933643928667e-12,1292.034550242854,11.36969839384247,6.5811394037934495e-12,0.0067839865,-8.685706e-08,43031.72,0.94051224,-186.66278,0.0,0.0,0.0,-7.984880377962072e-13,5.5494216e-12,2.1847983e-16,0.0,-0.0,0.0,7.479999999999998e-16,6.272861719994359e-14,4.750933643928667e-12,1292.034550242854,11.36969839384247,0.0
6,6,7,801733.0,IGO1004,1.7943572998046875,103.76389842922404,194.974444276,4835.3133333333335,0.6356582480226851,34610D,271.89233,-0.8192976,1.5264977,191.1487576937076,68701.25404861741,0.366618329277277,1.131801069910596,61.01554144274592,93.4101851873752,2531.994957699256,0.0054756891253243,55219.038742685225,0.8826449772124338,0.508462845356216,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5782693906289083,46.70504750174908,16.887899468583978,35.58813639344351,1460429640616895.8,29.9917103887304,899.042048486011,1837.8954555863,0.547568912532,0.0298091773450571,0.565900534955298,46.7050925936876,18.9841044053212,18.880719455122488,0.54756891253243,1.0,764309093861046.1,23.091491674046186,1432074425940224.5,0.0234191077555043,1.9134082832521363e-05,3.16,35.8,2023-02-06 02:07:00,0.0054756891253243,0.8826456004378727,0.0,6,552.1903874268522,0.0054756891253243,-0.8192976,1.5264977,0.8826456004378727,2.0090153,9.202003e-08,0.7075128540255033,890.1405545833551,11931.049130967078,0.7011438520440351,-0.7130198445631456,4.055246307155986,241.15287565589523,0.8718682103434496,inf,0.0,236.4922396124226,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0053495686,-1.732295e-07,49814.81,0.84786457,-189.28447,0.0,0.0,1.0,-7.593632591147657e-13,4.9144937e-12,2.242906e-16,0.0,-0.0,0.0,7.479999999999999e-16,5.4988985869555356e-14,4.1551304054699314e-12,1291.5027542711025,11.93104913096708,6.608096153511086e-12,0.0053495686,-1.732295e-07,49814.81,0.84786457,-189.28447,0.0,0.0,0.0,-7.593632591147657e-13,4.9144937e-12,2.242906e-16,0.0,-0.0,0.0,7.479999999999999e-16,5.4988985869555356e-14,4.1551304054699314e-12,1291.5027542711025,11.93104913096708,0.0
7,7,8,801733.0,IGO1004,1.869444766287076,103.68749684300916,200.63333316,5562.6,0.6374369670239982,34610D,267.92337,-1.4951464,1.2179816,200.80276741141265,68640.23850717467,0.377020102618043,0.956748132444666,58.04982050401168,77.298999968599,1979.042238723472,0.0044139409145398,50079.94046965324,0.9019079510370244,0.4837485042000973,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6119579880630356,38.6495460074897,16.79722321805199,36.28235539,1450000000000000.0,26.2298227149088,879.376115695007,1781.37105830772,0.441394091454,0.0282973400812503,0.478374066222333,38.6494999842995,16.9052661786859,16.830975248405355,0.4413940914539799,1.0,704648557449566.1,21.449582434373216,1338991516921385.2,0.021407232236544,1.7640512162358104e-05,3.16,35.8,2023-02-06 02:08:00,0.0044139409145398,0.9019079733747364,0.0,7,500.7994046965324,0.0044139409145398,-1.4951464,1.2179816,0.9019079733747364,2.0639987,3.3193294e-07,0.6511719065095477,892.6311635906345,12344.213494269052,0.7006804692162174,-0.7134752133458749,3.735834387214113,240.20743129689703,0.857164535326361,inf,0.0,235.37300323887743,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.004312076,-1.3053904e-07,57402.203,0.85201466,-190.18614,0.0,0.0,1.0,-7.156352002114629e-13,4.234501e-12,2.2099988000000001e-16,0.0,0.0,0.0,7.480000000000001e-16,4.671425779038795e-14,3.5188659926538438e-12,1290.9418747180453,12.344213494269052,4.324263223927324e-12,0.004312076,-1.3053904e-07,57402.203,0.85201466,-190.18614,0.0,0.0,0.0,-7.156352002114629e-13,4.234501e-12,2.2099988000000001e-16,0.0,0.0,0.0,7.480000000000001e-16,4.671425779038795e-14,3.5188659926538438e-12,1290.9418747180453,12.344213494269052,0.0
8,8,9,801733.0,IGO1004,1.9471435546875,103.6083317126258,208.34999982,6129.528,0.6391608402218046,34610D,264.39767,-3.6562762,-0.1277778,206.27890619129064,68582.18868667066,0.3832056305420876,0.896956769139266,56.20560302536564,71.7017924074034,1747.7364725721516,0.0034073349238904,46348.6728707049,0.8749811741673988,0.4683800252113803,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.632824381490291,35.85141389375289,16.822343358304785,36.28235539,1450000000000000.0,24.7633582143404,873.69519194015,1768.85357877706,0.340733492389,0.0279820962630388,0.448478384569633,35.8508962037017,16.0273333475027,15.972908299218677,0.34073349238904,0.9908695489597854,682215953300029.9,20.080575985663423,1262437705643513.0,0.021046441773415,1.6687456877760262e-05,3.16,35.8,2023-02-06 02:09:00,0.0034073349238904,0.8749813625336251,0.0,8,463.48672870704905,0.0034073349238904,-3.6562762,-0.1277778,0.8749813625336251,2.1875024,9.528646e-07,0.610691856010388,895.0449684347928,12641.761182441607,0.7011874084713596,-0.71297701099069,3.4891443682805803,239.42692706407948,0.8034218833052361,inf,0.0,233.94340794120157,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.003329519,-8.378471e-08,63401.0,0.8164003,-191.43936,0.0,0.0,1.0,-6.810646340433676e-13,3.7412885e-12,2.1874564000000003e-16,0.0,0.0,0.0,7.479999999999999e-16,4.074965828407448e-14,3.060224049622964e-12,1290.361489418705,12.641761182441607,3.4662083821315517e-12,0.003329519,-8.378471e-08,63401.0,0.8164003,-191.43936,0.0,0.0,0.0,-6.810646340433676e-13,3.7412885e-12,2.1874564000000003e-16,0.0,0.0,0.0,7.479999999999999e-16,4.074965828407448e-14,3.060224049622964e-12,1290.361489418705,12.641761182441607,0.0
9,9,10,801733.0,IGO1004,2.02679443359375,103.5272889218088,212.979999816,6629.400000000001,0.6408443387010936,34610D,261.38,-5.6489415,-1.3758101,211.09155398516464,68525.98308364529,0.3864112014492548,0.726044263683862,51.720298652104375,57.190433396946,1013.8185210320938,0.0027574086223707,43248.54735942331,0.8642119818506122,0.4310024887675364,0.9485621406674152,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6513162288276262,28.59585225108628,15.745501685524326,35.46451674908772,1462286847737724.8,20.997592195643,845.972716337369,1692.12291250341,0.275740862237,0.0260447332151213,0.363022131841931,28.595216698473,13.9384085390118,13.900080337637151,0.2757408622370699,0.860685709984307,711238830842049.9,18.92148235619721,1197430303748933.5,0.0183753861914222,1.2088391933282495e-05,3.16,35.8,2023-02-06 02:10:00,0.0027574086223707,0.8642131820954183,0.0,9,432.4854735942332,0.0027574086223707,-5.6489415,-1.3758101,0.8642131820954183,2.3507318,5.5963176e-07,0.5764234229538145,897.4022336605843,12914.546795885111,0.6657696000138174,-0.7461573826596113,3.2709456021076853,238.69473943622168,0.7704065786704729,inf,0.0,232.89198980012983,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0026958117,-1.7306328e-07,68667.02,0.81165296,-192.28737,0.0,0.0,1.0,-6.507265547040399e-13,3.3569096e-12,2.2427778e-16,0.0,0.0,0.0,7.48e-16,3.6152656115433414e-14,2.7061829479403144e-12,1289.7638904332582,12.914546795885112,2.1662470154626397e-12,0.0026958117,-1.7306328e-07,68667.02,0.81165296,-192.28737,0.0,0.0,0.0,-6.507265547040399e-13,3.3569096e-12,2.2427778e-16,0.0,0.0,0.0,7.48e-16,3.6152656115433414e-14,2.7061829479403144e-12,1289.7638904332582,12.914546795885112,0.0
