Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,ei_mass_meem,ei_number_meem
0,2,adbb36,NKS2975,42.33370971679688,-71.06150540438568,102.8888888,701.0400000000001,0.73454044122487,34610D,275.83014,-1.2864192,-5.4107685,99.2834782090247,67343.74196974092,0.2537880364572139,1.0869729179327046,65.21837507596227,119837.39064242382,1608.209648924294,2023-05-05 14:02:00,0.0050456636168252,0.9318180291069952,0.9940861663099518,0.5434864589663523,0.6369363031925509,0.015744501581715,0.0002972933869945,6.170957081842912e-05,1.9658337606435325e-05,1286604481561927.0,206.0248468649648,80.67512996896534,0.0782620500911547,0.0015971846957378,0.0013043675015192,1.0268308095403746,0.0193889916206135,0.0040245979354129,0.0012820848353863,8.391025365291974e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.2982038965210217,59.91869532121191,15.74450158171507,19.658337606435325,1286604481561927.0,25.1985282321283,771.097988863386,1553.20688685693,0.504566361683,0.0234456434567683,0.588089393037992,59.9185491497252,25.0830988760184,24.95717337434467,0.50456636168252,0.7050694623164242,15.550908706667865,1403264070873814.0,21.41107417592303,,
1,3,adbb36,NKS2975,42.276880296610166,-71.11520456713299,152.789999868,1203.96,0.7363812451945957,34610D,273.80478,-2.113641,-7.1190953,126.41496199883215,67278.52359466495,0.2522659582019566,1.6,96.0,159185.67490714684,3580.1170716085257,2023-05-05 14:03:00,0.0044824848846187,0.8767312586169648,0.9797143563341376,0.8,0.979919147554478,0.0210270932269092,0.0003087570652625,6.69626481518181e-05,3.628235539e-05,1450000000000000.0,303.264,118.752,0.1152,0.0023510204081632,0.0019199999999999,2.0186009497832886,0.0296406782652022,0.0064284142225745,0.0034831061174399,1.392e+17,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.3810966846573204,79.59283745357342,21.02709322690925,36.28235539,1450000000000000.0,33.4134593583827,836.558358244543,1722.41321377758,0.448248488462,0.0274308506617747,0.861261154021603,79.5921244411236,31.397537197845,31.257426257115394,0.4482484884618699,1.0,20.68131159151775,1514135497746585.8,37.90559901255246,32.20496470984647,1888710480512519.2
2,4,adbb36,NKS2975,42.20421225337659,-71.07598593068673,150.217777648,2316.48,0.7390280300885036,34610D,269.0166,-3.4253201,-7.468064,154.52944598408692,67182.52359466495,0.2923224400882174,1.335648905056696,80.13893430340175,108973.94625373094,2411.323842856476,2023-05-05 14:04:00,0.0030623415283312,0.7642053006165694,0.8698594605344379,0.667824452528348,0.8909925870940346,0.0185396441782899,0.0003351058403508,7.267712064160219e-05,3.307440700136514e-05,1498194804488168.0,253.15889346444607,99.13186173330796,0.096166721164082,0.0019625861462057,0.001602778686068,1.4857473268124255,0.0268550249245608,0.0058242669964577,0.0026505477298063,1.2006373501057514e+17,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.4699794736138893,54.48697312686547,18.53964417828998,33.07440700136514,1498194804488168.0,26.4129861920088,803.016600588234,1623.87034554304,0.306234152833,0.0249067430056683,0.639299705758115,54.4872807800754,25.6677360670009,25.589372668394528,0.30623415283312,0.8413717307125872,17.762394134083195,1454527226244467.8,23.826110643048995,30.01489300909561,1773451906460949.0
3,5,adbb36,NKS2975,42.12930970272775,-71.01849933003268,167.1944443,3063.24,0.7418187938955954,34610D,263.76962,-1.6321074,-6.422798,174.1747791507317,67102.38466036155,0.3010515440132995,1.0185806566457944,61.11483939874767,75932.98504166526,1303.4205553411234,2023-05-05 14:05:00,0.0021817209870491,0.6954628509278147,0.888516652711601,0.5092903283228972,0.701907763068685,0.0161000654956404,0.0003457066031007,7.283316452631321e-05,2.311479553746888e-05,1449750177188123.2,193.06177766064388,75.59905633625087,0.0733378072784972,0.0014966899444591,0.0012222967879749,0.9839529170753823,0.021127803527591,0.0044511871529281,0.0014126570170072,8.860124924715813e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5349708168407978,37.96649252083263,16.10006549564041,23.11479553746888,1449750177188123.2,21.1311313855698,766.594319262754,1523.54043456194,0.218172098705,0.0225055120675506,0.479039010555457,37.9669858603893,21.2854081754556,21.23907044971005,0.2181720987049099,0.6870347473818342,15.431319044785257,1018795431158416.8,15.351895118963263,29.047623451351075,1692873820890927.8
4,6,adbb36,NKS2975,42.04761052535752,-70.94178665515989,199.089999828,3467.1000000000004,0.7447821492337282,34610D,261.38864,-3.035068,-5.907847,186.6029832257384,67041.2698209628,0.3128021461019648,1.26427044466976,75.85622668018561,91405.133026886,2566.245373165002,2023-05-05 14:06:00,0.0019111139940766,0.66042770723412,0.9139496362209192,0.6321352223348801,0.8944223003209034,0.0185289260717509,0.0003536793390274,7.670530589390166e-05,3.43283429822463e-05,1479356222279878.8,239.6298200827064,93.8341524033896,0.0910274720162227,0.0018577035105351,0.0015171245336037,1.4055344162391448,0.0268287801133673,0.0058185750714607,0.0026040185668164,1.1221838093800554e+17,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.575747986597061,45.702566513443,18.528926071751,34.3283429822463,1479356222279878.8,24.5743344553936,798.730577632153,1607.10923991937,0.191111399408,0.0244228102221354,0.586870177365697,45.7034348509868,24.0295925009396,23.983756807673924,0.1911113994076599,0.8220111734676121,17.572729518596372,1286722973918981.0,20.90664984388112,28.87349484468621,1645868929442702.0
5,7,adbb36,NKS2975,41.9575784974179,-70.85792009220563,205.7777776,4259.58,0.747830633118004,34610D,257.85812,0.7184104,-7.649014,192.6380573546948,66965.41359428263,0.312238833405241,0.963504644834412,57.81027869006473,67356.28043591588,1239.293403108693,2023-05-05 14:07:00,0.0012983573822171,0.5958307384093393,0.7730838493181981,0.481752322417206,0.7213217575166994,0.0159001356982029,0.0003755922675673,7.946045772463576e-05,2.4708829773214093e-05,1524988999540826.2,182.62267038191447,71.51131473961007,0.0693723344280776,0.0014157619271036,0.0011562055738012,0.919191275922961,0.0217130936619031,0.0045936312059012,0.0014284243352948,8.816003906273816e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5984238492095458,33.67814021795794,15.900135698202975,24.70882977321409,1524988999540826.2,19.6548652560439,767.640819863469,1524.32283465791,0.129835738222,0.0224817455424293,0.445107232345341,33.6790978054221,19.7986064518566,19.772934116877856,0.12983573822171,0.6911135275344824,15.391750902275977,916659100541669.9,13.853065917820123,26.03264315850789,1584475809726313.8
6,8,adbb36,NKS2975,41.858001708984375,-70.78041770241475,227.384444248,4640.58,0.7508662482291633,34610D,256.15015,4.138135,-9.941285,199.3711928838922,66907.60331559255,0.3139035848158071,1.2955394802228184,77.7323688133691,96102.71504663969,2784.8688866994785,2023-05-05 14:08:00,0.000939944141685,0.5666510718470681,0.6240218670489098,0.6477697401114092,1.0,0.0205810428227182,0.0003867545839395,8.387860243272258e-05,3.628235539e-05,1450000000000000.0,245.55655308143292,96.1549402221376,0.0932788425760429,0.0019036498484906,0.0015546473762673,1.5998132112592789,0.0300633499590531,0.0065200824598503,0.0028203134305932,1.127119347793852e+17,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6214015538587923,48.05135752331984,20.58104282271826,36.28235539,1450000000000000.0,25.2821397877299,821.11311854178,1675.06094986356,0.0939944141685,0.0261072126677197,0.630872730024057,48.0517533701934,24.1646911163405,24.141998985825207,0.0939944141684999,0.9291359489063256,19.312974743150615,1173632352229118.8,24.36660802195368,25.298644698712756,1541530951924135.5
7,9,adbb36,NKS2975,41.74562615863347,-70.81927632176598,209.378888708,5494.02,0.753067373382533,34610D,251.51663,6.00367,-10.860373,208.90607995325496,66829.87094677918,0.3261194143170244,1.041405297668932,62.48431786013592,70117.24030889387,2090.112003780266,2023-05-05 14:09:00,0.0005203404175545,0.5054732103053465,0.4796227380561337,0.520702648834466,0.8484454205935175,0.0166235094240069,0.0004091507636746,8.873584352052842e-05,3.396723625343168e-05,1484781330818482.2,197.38796012016937,77.29310119298815,0.0749811814321631,0.0015302281924931,0.0012496863572027,1.0387086468006146,0.0255655063701638,0.0055445986521239,0.0021224195868897,9.277554862765768e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6570901505901542,35.058620154446935,16.62350942400694,33.967236253431686,1484781330818482.2,20.2046516592208,786.4463500186951,1577.92108826755,0.0520340417555,0.0237396358200575,0.47408609138339,35.0584645936703,19.9702343783571,19.95984846247381,0.05203404175545,0.7682122009327796,16.47924155096782,987183314982047.2,15.634339211688719,23.228344077794564,1425357968378085.5
8,10,adbb36,NKS2975,41.6669528767214,-70.9253710369731,213.49444426,6134.1,0.7545760946383383,34610D,246.84294,4.270852,-10.009081,206.95130250113093,66767.38662891905,0.3260910181568276,0.9410526073733944,56.46315644240366,63953.45817181043,1936.3417881239943,2023-05-05 14:10:00,0.0004684526836327,0.4631952510881937,0.6287453406888607,0.4705263036866972,0.77910409158743,0.0158014525964009,0.0004204305481982,9.000136708320519e-05,3.172523093956427e-05,1518464231748586.0,178.36711120155314,69.84492451925333,0.0677557877308843,0.0013827711781813,0.001129263128848,0.8921998899678143,0.0237388358160837,0.0050817612696492,0.001791306677712,8.573728346941469e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6570750917253932,31.976729085905216,15.801452596400985,31.72523093956428,1518464231748585.8,18.467082697143,772.468778100309,1550.00915046474,0.0468452683633,0.0231875266264444,0.427486061205784,31.9769366569719,18.4360353776695,18.42740301127649,0.04684526836327,0.7106790908901419,15.514821927418716,889344719544460.5,13.619936230015028,20.95620866704288,1304154067223629.2
9,11,adbb36,NKS2975,41.58511404263771,-71.0350426962209,218.124444256,6728.46,0.7560716655139696,34610D,242.3995,3.0782795,-8.587745,202.79184916216585,66710.92347247664,0.3225009781243663,0.9932107176115949,59.592643056695685,68124.19701767732,2204.750255779897,2023-05-05 14:11:00,0.0003444734313278,0.4265461853884109,0.6723451422557843,0.4966053588057973,0.8317842141323173,0.0161124768779943,0.0004306997453162,9.312730344688449e-05,3.628235539e-05,1450000000000000.0,188.25315941610165,73.71609946113257,0.0715111716680348,0.0014594116666945,0.0011918528611339,0.9601850833495786,0.0256665361872426,0.0055497021531427,0.0021621614540124,8.640933243220874e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6497433681145397,34.06209850883866,16.112476877994332,36.28235538999999,1449999999999999.8,18.7119811152422,777.318261369809,1577.51845367534,0.0344473431328,0.0239769798867369,0.443575480630969,34.0623338055339,18.5000564177116,18.493685834294364,0.03444734313278,0.7301583510442409,15.796196572955147,959197101572615.9,14.87015093597803,18.781389107791508,1188733163417316.2
