,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,ei_mass_meem,ei_number_meem
0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,-0.7724088311487793,34610D,278.66312,7.7999487,4.694784,163.28162977263557,72050.86530599192,0.2764810404896726,1.0644265671375563,63.86559402825338,114682.17657815044,2759.1399840641493,2023-11-06 03:01:00,0.0003415078703481,0.6225043576468452,0.0358443461306008,0.5322132835687782,1.0,0.0190047415395655,0.0004640047161179,0.0001006324649438,3.475474391774857e-05,1472950162321773.0,201.75141153525243,79.00173981294944,0.076638712833904,0.0015640553639572,0.001277311880565,1.2137491077777758,0.0296339368267812,0.0064269521521644,0.0022196323656068,9.407083709069229e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.4879269231538516,57.341088289075216,19.00474153956554,34.75474391774857,1472950162321773.0,26.3436915468425,874.853620733959,1801.18740139171,0.0341507870348,0.02901504855402,0.70150105173849,57.3410123622312,24.1771455399235,24.16889167319951,0.034150787034810004,1.187573981659219,23.941193370663132,795110624029768.2,19.90518320846937,23.78035869909104,1483884546579440.0
1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,-0.7718664551978596,34610D,273.306,12.495596,8.079913,177.87600332251685,71986.99971196367,0.2805895340719998,1.0223388189462472,61.340329136774834,118616.918995626,3132.417765275607,2023-11-06 03:02:00,0.0003751750707074,0.5609564736871223,0.0546588523724593,0.5111694094731236,1.0,0.0185966810672469,0.000483971544676,0.0001049628329446,3.6054927000278274e-05,1453416784015768.2,193.7740997430717,75.87798714219048,0.0736083949641298,0.001502212142125,0.0012268065827354,1.1407265375165592,0.0296869738432626,0.0064384547199539,0.0022116210891994,8.915306390444e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5367227321443272,59.308459497813,18.596681067246983,36.05492700027828,1453416784015768.2,27.458913422473,897.61500051355,1872.71314189936,0.0375175070707,0.0309609115585283,0.763139109008736,59.3078760721757,24.6484702999168,24.639226276456352,0.037517507070739996,1.2874132988005997,26.409258705051677,773663013359024.8,19.36825336891903,22.162009254455754,1390105829353174.8
2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,-0.7713207005125201,34610D,267.31464,18.895645,9.470785,193.153787165698,71925.6593828269,0.3105221395626867,0.9741439496442172,58.44863697865303,80917.75365287602,1816.7878655267568,2023-11-06 03:03:00,0.0003407979678346,0.4971884686406126,0.0728414548383633,0.4870719748221085,1.0,0.0181499148109296,0.0005087552030534,0.0001103378658833,3.628235539e-05,1450000000000000.0,184.6392442155649,72.3009639425938,0.0701383643743836,0.0014313951913139,0.001168972739573,1.0608377819775032,0.0297360481742738,0.0064490978680159,0.0021206542189205,8.47505236190469e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5893171001037236,40.458876826438015,18.14991481092962,36.28235539,1450000000000000.0,20.9801715010322,841.456588595852,1710.89651709864,0.0340797967835,0.026763777199078,0.530471931619562,40.458863527649,19.8205181456165,19.813765654546277,0.03407979678346,1.0306458641331202,19.75745790871829,716883900712384.0,17.946817652316923,20.397306962356485,1287704819658795.8
3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,-0.7707570795320169,34610D,263.0283,20.51739,8.916662,201.1011966268568,71867.21074584824,0.3174642536824933,0.9577436398736774,57.46461839242065,73109.17654324224,1692.689923956685,2023-11-06 03:04:00,0.0005838442672859,0.4629524664715891,0.1690276451883762,0.4788718199368387,1.0,0.0178916487770804,0.0005187358677108,0.000112502453551,3.628235539e-05,1450000000000000.0,181.5307295016568,71.08373295142435,0.0689575420709047,0.0014072967769572,0.0011492923678484,1.0281367693861456,0.0298089586844655,0.006464910561521,0.0020849517068645,8.332369666900994e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6185440718361074,36.55458827162112,17.891648777080416,36.28235539,1450000000000000.0,19.6016386046595,829.984346014605,1681.96047018273,0.0583844267286,0.0260857599314571,0.487649927525466,36.5548249745248,18.6941047071971,18.683196629950128,0.058384426728590004,0.9764029800776882,18.574160135637015,716598268880770.8,16.8873927191748,19.401286332189994,1229897900111875.8
4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,-0.7705890318119886,34610D,258.88858,22.020441,9.9695635,205.29060695638876,71809.74612745582,0.3070864230228669,0.946547975457676,56.79287852746055,81071.36088254576,1858.692196279128,2023-11-06 03:05:00,0.0005618608307643,0.4327152378881695,0.2209586145769382,0.4732739877288379,1.0,0.0177516656311745,0.0005273896290502,0.0001143792649375,3.628235539e-05,1450000000000000.0,179.40870326824788,70.2527907384687,0.0681514542329526,0.0013908460047541,0.0011358575705492,1.008168189851392,0.0299519751392948,0.0064959276996601,0.0020605794023544,8.23496738648178e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6364581177336691,40.53568044127288,17.751665631174536,36.28235539,1449999999999999.8,20.9795377345689,848.181851353508,1744.71712267381,0.0561860830764,0.0277726011654632,0.54437082006233,40.5353268924692,19.6010023266847,19.58999547555214,0.05618608307643,1.062281318323627,20.11677273926478,725819548186526.4,18.170516964945453,18.26901402735223,1166405244294360.0
5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,-0.7708483193588602,34610D,254.34822,23.609188,12.299578,214.28789063562525,71752.95324892836,0.3101149159767404,0.9305733141074676,55.834398846448046,77397.37756588389,1712.169700743779,2023-11-06 03:06:00,0.0003474432779722,0.4012788685142464,0.1936401109478855,0.4652866570537337,1.0,0.0176596368685513,0.0005372604095955,0.0001165200211469,3.628235539e-05,1450000000000000.0,176.38086595592938,69.06715137305623,0.0670012786157376,0.0013673730329742,0.0011166879769289,0.9860152084021367,0.0299976119937648,0.0065058253343135,0.0020258035019338,8.095987832734966e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6702556251215286,38.69868878294194,17.659636868551384,36.28235539,1450000000000000.0,20.4045499421852,845.573251091328,1743.15402797007,0.0347443277972,0.027785768482253,0.530014486536234,38.6984942662374,19.0750342886777,19.068409098114934,0.034744327797220004,1.049988118311913,19.8839509553885,719905467143968.6,18.022461005052456,17.42111628083344,1115801457867402.9
6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,-0.7710908985754593,34610D,251.36261,25.192188,12.773018,223.1378990616217,71697.11885008191,0.2992613137601363,0.8991294868676903,53.947769212061424,80180.90940897816,2004.1485748352345,2023-11-06 03:07:00,0.0001134681014091,0.3739586563801814,0.0785452923314281,0.4495647434338451,1.0,0.0174484208812505,0.0005552613654595,0.0001204240343972,3.628235539e-05,1450000000000000.0,170.421002940902,66.73339051531998,0.0647373230544737,0.0013211698582545,0.0010789553842412,0.941303382816618,0.0299551119961844,0.0064966080152475,0.0019573521350497,7.822426535748907e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7020696861794665,40.09045470448908,17.44842088125055,36.28235538999999,1450000000000000.2,21.0014657939231,862.810442983172,1799.85914907801,0.0113468101409,0.0293113611136532,0.565196718943178,40.0905273373705,19.2825135875355,19.280325885562718,0.011346810140910001,1.1314464359729735,21.434394329511502,694121768671750.8,17.37697945019624,16.69033778624453,1071774632876208.8
7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,-0.7713346896079789,34610D,247.54424,27.571053,12.917055,231.0924892361292,71643.17108086984,0.3083964360171035,0.8688305404907378,52.12983242944427,72523.71136606361,1769.446846234293,2023-11-06 03:08:00,9.078688276980212e-05,0.3439455476608665,0.0843125706430423,0.4344152702453689,1.0,0.0171546541319235,0.0005749367816191,0.0001246912014284,3.628235539e-05,1450000000000000.0,164.67814064461444,64.48460271522256,0.0625557989153331,0.0012766489574557,0.0010425966485888,0.8942692452822495,0.0299713580833293,0.0065001314358901,0.0018913931066262,7.558825702269419e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.732683865932569,36.26185568303181,17.15465413192357,36.28235539,1450000000000000.0,19.522941359327,851.90275945864,1771.28159440854,0.00907868827698,0.0285989166560326,0.517300110207243,36.2624875343226,18.0881016029019,18.08645958961542,0.009078688276980211,1.0800254686736284,20.238555959884597,669207771454844.5,16.75327041642128,15.709582825139881,1014466030590989.8
8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,-0.7715814161082858,34610D,244.62358,29.081886,12.692558,236.4850891755371,71591.04124844041,0.3129172985247258,0.8379526565595788,50.27715939357473,67252.05005135444,1560.8214838572055,2023-11-06 03:09:00,4.978046659846859e-05,0.319132970959831,0.0577140271532692,0.4189763282797894,1.0,0.0168515957195675,0.000596731137206,0.0001294179200336,3.628235539e-05,1450000000000000.0,158.82554652430255,62.19284616985194,0.0603325912722896,0.0012312773729038,0.0010055431878714,0.8472503640287775,0.0300019465004196,0.006506765393916,0.0018241737651173,7.290188112068336e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.754243908768641,33.62602502567722,16.851595719567516,36.28235539,1450000000000000.0,18.3929178562117,845.743685223125,1757.19608404811,0.00497804665985,0.028272142837705,0.483979268056403,33.6262771806746,17.1185916410604,17.117739512000384,0.004978046659846859,1.0507922768718625,19.393030228735938,652317928736919.2,16.330441940103565,14.748196495244834,959499161908412.4
9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,-0.7718345689144034,34610D,241.77797,29.315107,12.842211,240.5824549130588,71540.76408904683,0.3162078815723918,0.8150357350373336,48.902144102240015,62985.84307284808,1349.08080227503,2023-11-06 03:10:00,3.5166554318439825e-05,0.2985023293677357,0.0512725294158622,0.4075178675186668,1.0,0.0166090213606111,0.0006146301380328,0.0001332998214683,3.628235539e-05,1450000000000000.0,154.4818732189762,60.4919522544709,0.058682572922688,0.0011976035290344,0.0009780428820448,0.8122167559737904,0.030056731579662,0.0065186470782498,0.0017742849716504,7.090810894824802e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7718142695746968,31.49292153642404,16.60902136061118,36.28235538999999,1450000000000000.0,17.4413107997274,839.546268865428,1743.40874452793,0.00351665543184,0.0279594311652189,0.455828629953121,31.4937744796734,16.3032154431012,16.302642135351018,0.0035166554318439825,1.0215963842500284,18.68387451664015,637706421492301.5,15.96465041391072,13.899639090182106,911149048312082.2
