,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
0,0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,0.8341575551851717,34610D,275.45508,11.138223,-7.5029426,161.45548600293077,73634.99906056847,0.251493553387504,1.636044349309162,66.77293876486107,109.6605858874748,2735.8994674184114,0.0065739635808212,62250.43576468452,0.8918908454503363,0.5564411563738422,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.4852713065448608,54.83055738887456,17.035626617894472,103.98047344213296,1066248218593428.8,19.7241528070199,789.110316202667,1551.21142658933,0.657396358082,0.0228185827494318,0.818022174654581,54.8302929437374,35.8489474844773,35.61481697474769,0.6573963580821199,0.974119224468856,751038581428517.6,0.025904998216410624,4.27701550819612e-05,3.16,35.8,2023-02-06 13:01:00,0.00657396358082126,0.8918904884008652,0.0,0,622.5043576468452,0.00657396358082126,11.138223,-7.5029426,0.8918904884008652,0.978943,1.6283929e-07,0.7872887735120768,1167.9268587031381,9537.146941901803,-0.4305476864931945,-0.9025678310550171,3.8721308491689124,240.61929179823235,0.9118997322240989,inf,0.0,236.6774116314049,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0064251204,-2.166525e-07,40518.945,0.8900914,-262.02338,0.0,0.0,0.9999999999999999,-8.258215277507401e-13,5.73647e-12,2.276378e-16,0.0,0.0,0.0,7.479999999999999e-16,6.481406848496675e-14,4.910648513843402e-12,1349.7218382538106,1.2487305573271498e-11,2.320251184545048e-13,0.0,0.0064251204,-2.166525e-07,40518.945,0.8900914,-262.02338,0.0,0.0,0.0,-8.258215277507401e-13,5.73647e-12,2.276378e-16,0.0,0.0,0.0,7.479999999999999e-16,6.481406848496675e-14,4.910648513843402e-12,1349.7218382538106,1.2487305573271498e-11,2.320251184545048e-13,0.0
1,1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,0.8355611160804834,34610D,271.86478,10.916617,-7.53122,170.19365359730412,73568.22612180361,0.2601167374567945,1.724544498655048,62.87311977291542,113.4176855063898,3128.990240916548,0.0036775096599517,56095.647368712234,0.6035810958041712,0.5239426647742952,0.7067137809187279,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5149014313224596,56.70838428348214,17.44219708531539,94.98587240311105,935061978675125.6,20.1596236403191,807.895269772219,1601.62445309186,0.367750965995,0.0239270024372109,0.862272249327524,56.7088427531949,36.0376211600386,35.905578049913885,0.36775096599517,1.0651524534395715,656487224989385.6,0.030619697107054224,4.119135529345165e-05,3.16,35.8,2023-02-06 13:02:00,0.0036775096599517363,0.6035819980727393,0.0,1,560.9564736871223,0.0036775096599517363,10.916617,-7.53122,0.6035819980727393,0.87325716,7.237051e-07,0.71881753794026,1169.891743813052,9596.215333846398,-0.42451417959346743,-0.9054212894139861,3.5211854397739657,239.5310112738681,0.5960527585416155,inf,0.0,232.20188081683602,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0036148275,-5.006894e-07,48709.555,0.57954186,-264.70978,0.0,0.0,0.9999999999999999,-7.769982995266696e-13,4.9686934e-12,2.495323e-16,0.0,0.0,0.0,7.479999999999999e-16,5.548956819165303e-14,4.191695068753948e-12,1349.6130686338795,1.3280555080792836e-11,2.445762804348578e-13,0.0,0.0036148275,-5.006894e-07,48709.555,0.57954186,-264.70978,0.0,0.0,0.0,-7.769982995266696e-13,4.9686934e-12,2.495323e-16,0.0,0.0,0.0,7.479999999999999e-16,5.548956819165303e-14,4.191695068753948e-12,1349.6130686338795,1.3280555080792836e-11,2.445762804348578e-13,0.0
2,2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,0.8369514759872355,34610D,268.16425,8.13431,-4.508027,177.63016860349825,73505.3530020307,0.2653873565030233,1.365231136286644,58.38108859122213,87.771015632853,1824.229698503725,0.0013775658719557,49718.84686406126,0.2737509421831863,0.4865090715935177,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5410949940638395,43.88570565593132,17.525570300945972,85.1664679749699,800124384297220.5,16.3855992099954,779.325092878097,1547.20720324544,0.137756587196,0.0228323591883748,0.682615568143322,43.8855078164265,29.8968478251201,29.85571960470997,0.13775658719557,0.926021430750138,732346800519195.0,0.02572929277397245,3.501307092072729e-05,3.16,35.8,2023-02-06 13:03:00,0.0013775658719557809,0.27375115897769836,0.0,2,497.18846864061265,0.0013775658719557809,8.13431,-4.508027,0.27375115897769836,0.7491308,4.133948e-06,0.6458960317145211,1171.8381449238104,9853.913159025033,-0.4250902117609422,-0.9051509884350993,3.1370821976627687,238.2238590289512,0.26078200974570237,inf,0.0,229.13925727792366,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0013497984,-4.4822042e-07,58050.08,0.26605746,-266.40445,0.0,0.0,1.0,-7.213309301432711e-13,4.2284887e-12,2.4548783e-16,0.0,0.0,0.0,7.480000000000001e-16,4.658653625034656e-14,3.5071575712586572e-12,1349.5052627953908,7.391635834267562e-12,1.936181719330809e-13,0.0,0.0013497984,-4.4822042e-07,58050.08,0.26605746,-266.40445,0.0,0.0,0.0,-7.213309301432711e-13,4.2284887e-12,2.4548783e-16,0.0,0.0,0.0,7.480000000000001e-16,4.658653625034656e-14,3.5071575712586572e-12,1349.5052627953908,7.391635834267562e-12,1.936181719330809e-13,0.0
3,3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,0.8383112477313381,34610D,264.35104,8.299406,-2.6153793,188.40912426562684,73446.97191343947,0.27475237047180634,1.280859775655418,56.92856707018105,80.375288187425,1702.6668163487557,0.001904253120953,46295.246647158914,0.4904430926049225,0.4744047255848421,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.578054275086602,40.18718520868383,17.131159191028786,82.09522488919693,743664240280119.9,15.4540634516477,771.6912145782,1533.92007346306,0.190425312095,0.0226129705776259,0.640429887827709,40.1876440937125,28.3213514840626,28.26752296523444,0.1904253120953,0.8905079593870343,787016655824678.9,0.023966971119492413,3.3165317311861416e-05,3.16,35.8,2023-02-06 13:04:00,0.0019042531209530695,0.49044362762973903,0.0,3,462.95246647158916,0.0019042531209530695,8.299406,-2.6153793,0.49044362762973903,0.61765015,2.6073549e-06,0.6100955084326077,1173.7417178069725,10648.381250946317,-0.028444387257436043,-0.9995953765567092,2.960127054926779,237.5733351567479,0.4501277076834295,inf,0.0,229.4826912169465,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0018494175,-1.8260053e-07,63558.273,0.48439467,-267.76218,0.0,0.0,1.0,-6.884999674192428e-13,3.7331336e-12,2.2501295e-16,0.0,0.0,0.0,7.480000000000001e-16,4.055325253776172e-14,3.0446338139855484e-12,1349.3940802797767,5.6079102762735805e-12,1.8165255807127195e-13,0.0,0.0018494175,-1.8260053e-07,63558.273,0.48439467,-267.76218,0.0,0.0,0.0,-6.884999674192428e-13,3.7331336e-12,2.2501295e-16,0.0,0.0,0.0,7.480000000000001e-16,4.055325253776172e-14,3.0446338139855484e-12,1349.3940802797767,5.6079102762735805e-12,1.8165255807127195e-13,0.0
4,4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,0.8395629093002248,34610D,260.64206,9.252224,-1.6718808,196.6045198750649,73390.04334636929,0.2825077679952016,1.342173199780234,55.755183581178855,82.990216488846,1873.128722929002,0.0018624139614254,43271.52378881695,0.6242438504611194,0.4646265298431571,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.607475070474656,41.495254195791134,16.95496062949576,79.56435735782698,690508016276098.5,15.8628101086979,781.398096543537,1563.07518881483,0.186241396143,0.0233189441866684,0.671086599890117,41.495108244423,28.7786014031365,28.72510336957761,0.18624139614254,0.9360395366366436,705367273791081.4,0.02551624470053501,3.4958745025211086e-05,3.16,35.8,2023-02-06 13:05:00,0.0018624139614254677,0.6242441342655535,0.0,4,432.7152378881695,0.0018624139614254677,9.252224,-1.6718808,0.6242441342655535,0.55092645,1.509501e-06,0.5783625159811743,1175.493921901881,11699.443548113244,0.3434220995131197,-0.939181165465961,2.7965951874978314,236.94081776635372,0.5524674694594726,inf,0.0,229.50595726780125,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00181493,-1.0589011e-07,68678.445,0.5801789,-268.69394,0.0,0.0,0.9999999999999998,-6.57997412047143e-13,3.3143009e-12,2.1909987e-16,0.0,0.0,0.0,7.480000000000002e-16,3.5499045637034446e-14,2.6563035208836535e-12,1349.3861359670302,5.458260631490214e-12,1.9034807693139268e-13,0.0,0.00181493,-1.0589011e-07,68678.445,0.5801789,-268.69394,0.0,0.0,0.0,-6.57997412047143e-13,3.3143009e-12,2.1909987e-16,0.0,0.0,0.0,7.480000000000002e-16,3.5499045637034446e-14,2.6563035208836535e-12,1349.3861359670302,5.458260631490214e-12,1.9034807693139268e-13,0.0
5,5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,0.8408309070940077,34610D,256.5811,10.578092,-0.91761446,205.3011602235829,73334.28816278811,0.28984148756569095,1.280730117376226,54.449419923010495,77.805125483899,1724.494827311012,0.0013152411157462,40127.886851424635,0.5939069092506979,0.4537451660250874,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6393464707646036,38.90245849878176,16.918393270057706,76.81710394623661,635814662379893.2,15.1443592233166,776.39004275266,1557.50662405701,0.131524111575,0.023257707889962,0.640365058688113,38.9025627419495,27.5334552191402,27.497289653216708,0.13152411157462,0.9122061102627342,735147226167948.4,0.024778549056139795,3.3455581940969714e-05,3.16,35.8,2023-02-06 13:06:00,0.0013152411157462067,0.5939067319883884,0.0,5,401.2788685142464,0.0013152411157462067,10.578092,-0.91761446,0.5939067319883884,0.493534,9.3969567e-07,0.5448338428593501,1177.2689979251384,12108.452584480177,0.3185508831008655,-0.947905762655581,2.6189724069886986,236.2156027372871,0.5050316682466166,inf,0.0,228.54249199654103,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0012881059,-1.4454149e-07,74202.76,0.5729963,-268.04037,0.0,0.0,1.0,-6.250995453538517e-13,2.8965057e-12,2.2207925e-16,0.0,0.0,0.0,7.480000000000001e-16,3.049835978549857e-14,2.2714061955662325e-12,1349.492997529177,4.3249346624965104e-12,1.8163416983039028e-13,0.0,0.0012881059,-1.4454149e-07,74202.76,0.5729963,-268.04037,0.0,0.0,0.0,-6.250995453538517e-13,2.8965057e-12,2.2207925e-16,0.0,0.0,0.0,7.480000000000001e-16,3.049835978549857e-14,2.2714061955662325e-12,1349.492997529177,4.3249346624965104e-12,1.8163416983039028e-13,0.0
6,6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,0.8420518985105571,34610D,252.77011,10.73732,-1.2824482,212.96035504470944,73279.8387428651,0.29603513976273454,1.330375402697546,53.30794143210439,79.5793062335986,2012.2403520746927,0.0009421439972245,37395.86563801814,0.5690900023132711,0.4442328452675366,0.7067137809187279,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6681794322798914,39.78992411725109,16.847808042909612,74.44752364806895,588437062699613.2,15.4234154658068,785.847091192601,1586.44844848086,0.0942143997225,0.0239605843386401,0.665187701348773,39.7896531167993,27.761747875074,27.73561693007401,0.09421439972245,0.9577302155786136,657483946054481.0,0.02633684957262546,3.5252619294133655e-05,3.16,35.8,2023-02-06 13:07:00,0.0009421439972245285,0.5690899578049399,0.0,6,373.9586563801814,0.0009421439972245285,10.73732,-1.2824482,0.5690899578049399,0.43149912,9.751074e-07,0.5153951436568628,1178.9782582736839,12362.382706523455,0.31537134201562644,-0.948968343326195,2.461347386432835,235.53463812507675,0.4660717215678173,inf,0.0,227.68941939443482,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0009249239,-1.09360215e-07,79477.305,0.5342328,-267.3756,0.0,0.0,1.0,-5.936852050241431e-13,2.592139e-12,2.1936735e-16,0.0,0.0,0.0,7.48e-16,2.6947267158946705e-14,1.9984538313381317e-12,1349.5956218950541,4.201297152830167e-12,1.8867490391088817e-13,0.0,0.0009249239,-1.09360215e-07,79477.305,0.5342328,-267.3756,0.0,0.0,0.0,-5.936852050241431e-13,2.592139e-12,2.1936735e-16,0.0,0.0,0.0,7.48e-16,2.6947267158946705e-14,1.9984538313381317e-12,1349.5956218950541,4.201297152830167e-12,1.8867490391088817e-13,0.0
7,7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,0.843248762181483,34610D,248.15111,10.701648,-1.830293,218.8091670657208,73226.530801433,0.3008519295476286,1.229787801104412,52.23633202390016,72.7610416559146,1769.3280225998865,0.0005721846995973,34394.55476608665,0.500044769837238,0.4353027668658347,0.7067137809187279,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6928905045271203,36.380751512599645,16.760289789438303,72.08236952623764,530386878174624.56,14.3399951522282,774.673338042233,1568.81909511715,0.0572184699597,0.0236673962244811,0.614893900552206,36.3805208279573,25.9806315287092,25.96577430993586,0.05721846995973,0.9042341656938436,747387524028389.4,0.02441908987877068,3.306283435516445e-05,3.16,35.8,2023-02-06 13:08:00,0.0005721846995973334,0.5000448911516637,0.0,7,343.9455476608665,0.0005721846995973334,10.701648,-1.830293,0.5000448911516637,0.3697475,1.0936614e-06,0.482854094575551,1180.6537359403717,12525.288811002994,0.3164648412131288,-0.9486042400685067,2.278674725331482,234.69543616056924,0.3912446226579491,inf,0.0,226.52034615936725,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00058233115,-9.956266e-08,85436.0,0.49898064,-266.39545,0.0,0.0,1.0,-5.581907539758566e-13,2.2799813e-12,2.1861212e-16,0.0,0.0,0.0,7.480000000000001e-16,2.334988923401526e-14,1.7217905472032333e-12,1349.6993293676946,3.102353081065554e-12,1.7440948978286866e-13,0.0,0.00058233115,-9.956266e-08,85436.0,0.49898064,-266.39545,0.0,0.0,0.0,-5.581907539758566e-13,2.2799813e-12,2.1861212e-16,0.0,0.0,0.0,7.480000000000001e-16,2.334988923401526e-14,1.7217905472032333e-12,1349.6993293676946,3.102353081065554e-12,1.7440948978286866e-13,0.0
8,8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,0.8444301207936118,34610D,243.98367,11.877735,0.18487746,223.21979270331985,73174.2944694091,0.3044928947891127,1.168286219922874,51.40033884844737,68.5764746757524,1554.3518487298893,0.0003847522219761,31913.2970959831,0.4764873167306039,0.4283361570703947,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7128686884151879,34.28808786249552,16.648704129555487,70.20704482578715,481684624791560.94,13.6324008738595,768.265939469174,1561.60801854901,0.0384752221976,0.0235980791167056,0.584143109961437,34.2882373378762,24.7538414916115,24.74432105910272,0.0384752221976099,0.8751371130065635,794309552217070.9,0.02333110279434401,3.170794055545115e-05,3.16,35.8,2023-02-06 13:09:00,0.0003847522219761662,0.47648736986904755,0.0,8,319.1329709598311,0.0003847522219761662,11.877735,0.18487746,0.47648736986904755,0.32976678,1.0910966e-06,0.45567307168714494,1182.3075037865021,12767.491119874136,0.31756288982673087,-0.9482372124130625,2.1250136672058813,233.94208704725287,0.3577452843249325,inf,0.0,225.66233780044635,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0004258462,-1.5286867e-07,90814.63,0.50031024,-265.49838,0.0,0.0,0.9999999999999999,-5.261483202659931e-13,2.087549e-12,2.2272112e-16,0.0,0.0,0.0,7.48e-16,2.1268931827655577e-14,1.561400823016804e-12,1349.8035107524047,2.55358415941907e-12,1.6568728633843796e-13,0.0,0.0004258462,-1.5286867e-07,90814.63,0.50031024,-265.49838,0.0,0.0,0.0,-5.261483202659931e-13,2.087549e-12,2.2272112e-16,0.0,0.0,0.0,7.48e-16,2.1268931827655577e-14,1.561400823016804e-12,1349.8035107524047,2.55358415941907e-12,1.6568728633843796e-13,0.0
9,9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,0.8455902143552583,34610D,240.40173,13.008342,2.179952,227.6442002223061,73122.89413056064,0.3074626539624839,1.093302788073138,50.570703288362814,63.541531177135,1340.202022162731,0.000316043878796,29850.23293677357,0.5330508744136793,0.4214225274030234,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7323944130138422,31.770868116765747,16.509861782028434,68.4582931242241,443200744792089.7,12.8072857285475,758.222179592316,1546.27252780575,0.0316043878796,0.023360192636526,0.546651394036569,31.7707655885675,23.4009797154594,23.39358631570124,0.0316043878796,0.8306602341175315,823759975190429.0,0.02179953148352236,2.9794486711390378e-05,3.16,35.8,2023-02-06 13:10:00,0.0003160438787960478,0.5330514399010289,0.0,9,298.5023293677357,0.0003160438787960478,13.008342,2.179952,0.5330514399010289,0.31468114,1.0879654e-06,0.43256620325224404,1183.9314971226509,12949.242679689742,0.3186547838849259,-0.9478708396755601,1.9960454186918004,233.2716296917751,0.38626648576948497,inf,0.0,225.18232503661338,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00030793928,-1.7352886e-07,95331.46,0.5208756,-265.08072,0.0,0.0,1.0,-4.992373317060757e-13,1.934873e-12,2.2431367e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9635578427909725e-14,1.4356357493868652e-12,1349.9076650781653,2.0529724916664903e-12,1.5505307604676292e-13,0.0,0.00030793928,-1.7352886e-07,95331.46,0.5208756,-265.08072,0.0,0.0,0.0,-4.992373317060757e-13,1.934873e-12,2.2431367e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9635578427909725e-14,1.4356357493868652e-12,1349.9076650781653,2.0529724916664903e-12,1.5505307604676292e-13,0.0
