,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
0,0,0,141.68274619362572,42.55723571777344,2674.6200000000003,885974.0,TVJ571,127.067777668,0.8359910329243758,34610D,285.00638,13.522608,6.125644,157.16931564382554,69038.37801938549,0.2991875244892059,1.070326200006464,65.76058611846351,87.6745031607912,1817.3355848834929,0.0095007454846726,73058.20758235783,0.7168310546852961,0.5480048843205292,0.9514188971838674,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.4644058314094959,43.83724990838928,15.745808660217712,29.60109860222623,1550376260965666.5,22.104406222319,819.10411176944,1637.61678208562,0.950074548467,0.025096790620107,0.535163100003232,43.8372515803956,21.3239656059636,21.123278711127377,0.95007454846726,0.9257879950590407,917196386182990.8,28.63873552505174,1742744854913121.8,0.01562718625627265,1.8866424011669554e-05,3.16,35.8,2023-08-06 01:00:00,0.00950074548467267,0.7168307307313817,0.0,730.5820758235783,0,0.00950074548467267,13.522608,6.125644,0.7168307307313817,4.4896765,0.0,0.8930111465451314,1105.2590654162564,8181.733683333497,-0.47086366415065145,-0.8822059905615143,4.865855292319578,243.28491645551833,0.803116166439854,inf,0.0,237.5820819872715,0.0,0.0,0.0,0 days,0.009282315,4.8849483e-07,26729.037,0.77812606,-203.55421,0.0,0.0,1.0,-8.7502297348435e-13,7.6377455e-12,2.485923e-16,0.0,0.0,0.0,7.48e-16,8.891197938464873e-14,6.762722082355754e-12,1228.6604127837195,6.786873203021156e-12,1.5179451794587676e-13,0.0,0.009282315,4.8849483e-07,26729.037,0.77812606,-203.55421,0.0,0.0,0.0,-8.7502297348435e-13,7.6377455e-12,2.485923e-16,0.0,0.0,0.0,7.48e-16,8.891197938464873e-14,6.762722082355754e-12,1228.6604127837195,6.786873203021156e-12,1.5179451794587676e-13,0.0
1,1,1,141.59485556862572,42.52262878417969,3200.4,885974.0,TVJ571,149.703333204,0.8370510566048478,34610D,281.90997,14.089136,4.747349,168.2208340664578,68972.61743326703,0.3126257450227398,1.161953249500958,66.93670576920935,92.9212517073116,2188.78155878111,0.0084584718108213,68339.94069049528,0.7562343492520546,0.5578058814100779,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.4997833308269508,46.46017564309345,16.75924371170892,32.98428653186106,1499548734751983.5,23.3681459075305,835.578374323687,1682.12247123216,0.845847181082,0.0261523581130552,0.580976624750479,46.4606258536558,22.2150760646114,22.028746533034003,0.84584718108213,1.0027252706520378,837168427239223.5,27.675817514179,1685184145247701.5,0.01719049437896797,2.0958078557781938e-05,3.16,35.8,2023-08-06 01:01:00,0.008458471810821376,0.7562353000294054,0.0,683.3994069049528,1,0.008458471810821376,14.089136,4.747349,0.7562353000294054,4.4327564,0.0,0.8445135283937835,1106.660746529744,9587.418296793368,-0.4794178129158185,-0.877586782409018,4.636453414367488,242.71559016421924,0.8226408596477144,inf,0.0,237.28520914982326,0.0,0.0,0.0,0 days,0.008294888,5.6996953e-07,32193.44,0.7990621,-202.50174,0.0,0.0,1.0000000000000002,-8.449070784979187e-13,6.9174423e-12,2.5487264e-16,0.0,0.0,0.0,7.480000000000001e-16,7.994583028187601e-14,6.072535202694678e-12,1229.0134763930564,7.277769774980058e-12,1.647891394068255e-13,0.0,0.008294888,5.6996953e-07,32193.44,0.7990621,-202.50174,0.0,0.0,0.0,-8.449070784979187e-13,6.9174423e-12,2.5487264e-16,0.0,0.0,0.0,7.480000000000001e-16,7.994583028187601e-14,6.072535202694678e-12,1229.0134763930564,7.277769774980058e-12,1.647891394068255e-13,0.0
2,2,2,141.49248296564275,42.48133850097656,3832.86,885974.0,TVJ571,164.107777636,0.8380761001148875,34610D,277.76813,14.254452,3.2187164,178.8624795463913,68905.68072749782,0.32545731805692785,1.276407528854226,64.79193337195242,99.9414371501862,2586.8631147419337,0.0071523259471488,62994.42896063308,0.815569624981658,0.5399327780996035,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5353468187851064,49.970666994271305,16.888789371066537,33.979466003240724,1484597596440749.2,24.8669011236107,854.576880859694,1735.68103216103,0.715232594715,0.0274635367352662,0.638203764427113,49.9707185750931,23.2382220315998,23.073195020173387,0.7152325947148799,1.0928453584348965,814813573628129.0,26.372246502554813,1609299363227305.5,0.019174977234314328,2.0398436360483503e-05,3.16,35.8,2023-08-06 01:02:00,0.0071523259471488985,0.815569178544513,0.0,629.9442896063307,2,0.0071523259471488985,14.254452,3.2187164,0.815569178544513,4.4418774,2.5372504e-08,0.7900638253017938,1108.0161811228727,9904.532106848184,-0.4803242924734069,-0.8770909725107887,4.350220416639403,241.96912573576265,0.8526564901387469,inf,0.0,236.98248155825837,0.0,0.0,0.0,0 days,0.007005939,6.2505774e-07,38778.766,0.82562935,-201.65309,0.0,0.0,1.0000000000000002,-8.08593799257213e-13,6.075632e-12,2.5911903e-16,0.0,0.0,0.0,7.48e-16,6.947861906860538e-14,5.267038464788515e-12,1229.432977301155,7.734672944610918e-12,1.8102113686812945e-13,0.0,0.007005939,6.2505774e-07,38778.766,0.82562935,-201.65309,0.0,0.0,0.0,-8.08593799257213e-13,6.075632e-12,2.5911903e-16,0.0,0.0,0.0,7.48e-16,6.947861906860538e-14,5.267038464788515e-12,1229.432977301155,7.734672944610918e-12,1.8102113686812945e-13,0.0
3,3,3,141.3869268243963,42.43862915039063,4579.62,885974.0,TVJ571,165.136666524,0.8390904970515701,34610D,272.9897,14.694075,3.7558966,190.70476468893656,68840.88879412587,0.3348644574904669,0.99945323545272,62.19769314493231,75.5181647471174,1348.0745343645674,0.0054972503048191,57124.037489563314,0.8370926778229157,0.5183141095411026,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5757654885622556,37.75953465685074,17.061756395431683,35.131146043091874,1467295262478583.5,20.5124722092119,823.430583771236,1650.97971930208,0.549725030482,0.0253301588725095,0.49972661772636,37.7590823735587,19.7285228348373,19.620663138418877,0.54972503048191,0.9458920232541312,787332518348552.9,24.85315010095294,1521078463886359.0,0.016764894534629912,1.711320342315877e-05,3.16,35.8,2023-08-06 01:03:00,0.00549725030481919,0.8370923274608566,0.0,571.2403748956332,3,0.00549725030481919,14.694075,3.7558966,0.8370923274608566,4.213202,4.743775e-07,0.7289791098426925,1109.3575404993849,10425.443968691361,-0.4806838213428572,-0.8768939866935046,3.9949437186319856,240.97955752089956,0.8357129455496448,inf,0.0,235.8110859931456,0.0,0.0,0.0,0 days,0.005354869,8.22459e-07,46550.94,0.8097645,-201.38632,0.0,0.0,0.9999999999999999,-7.656977623366081e-13,5.182524e-12,2.743354e-16,0.0,0.0,0.0,7.479999999999999e-16,5.84410756416209e-14,4.416826173625967e-12,1229.8647045139435,4.440428301749023e-12,1.4174325741449311e-13,0.0,0.005354869,8.22459e-07,46550.94,0.8097645,-201.38632,0.0,0.0,0.0,-7.656977623366081e-13,5.182524e-12,2.743354e-16,0.0,0.0,0.0,7.479999999999999e-16,5.84410756416209e-14,4.416826173625967e-12,1229.8647045139435,4.440428301749023e-12,1.4174325741449311e-13,0.0
4,4,4,141.27568444540336,42.39354020458157,4968.240000000001,885974.0,TVJ571,186.743333172,0.8400880559172832,34610D,270.72195,15.20865,4.2127566,202.78803586422907,68778.69110098093,0.3443646465204207,0.964588732877278,60.40572836907205,70.4855112017956,1350.519067180577,0.0046542052818424,54249.21360051817,0.8126975709139193,0.503381069742267,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6148055882985302,35.24269864137101,17.12067079098391,35.08694016057057,1467959392198652.8,19.9110082424614,822.794704281636,1645.29667381465,0.465420528184,0.0251283701605549,0.482294366438639,35.2427556008978,19.1932211821568,19.104305821098315,0.46542052818424,0.9429359711978568,748468162029759.0,24.633308520511225,1502644637748895.0,0.016853235457733585,1.613867752120339e-05,3.16,35.8,2023-08-06 01:04:00,0.004654205281842474,0.8126978620196392,0.0,542.4921360051817,4,0.004654205281842474,15.20865,4.2127566,0.8126978620196392,3.9304104,1.1474243e-06,0.6980916224598143,1110.676638899393,11784.876773848331,-0.4816600386620713,-0.8763581500482848,3.846082360580809,240.54158139824202,0.7937056185537311,inf,0.0,234.8849350650308,0.0,0.0,0.0,0 days,0.004531091,9.512256e-07,50570.594,0.77457243,-201.13156,0.0,0.0,1.0,-7.435468077748427e-13,4.778465e-12,2.8426113e-16,0.0,0.0,0.0,7.48e-16,5.348619752875689e-14,4.03491818366307e-12,1230.3204858506922,3.9356045720400365e-12,1.3679874576764186e-13,0.0,0.004531091,9.512256e-07,50570.594,0.77457243,-201.13156,0.0,0.0,0.0,-7.435468077748427e-13,4.778465e-12,2.8426113e-16,0.0,0.0,0.0,7.48e-16,5.348619752875689e-14,4.03491818366307e-12,1230.3204858506922,3.9356045720400365e-12,1.3679874576764186e-13,0.0
5,5,5,141.15009654651988,42.34245300292969,5356.860000000001,885974.0,TVJ571,201.662222048,0.8410490571785069,34610D,268.62436,16.612959,4.743417,210.6148322874092,68718.28537261186,0.3534920039405545,1.038319737421548,58.668797879439936,74.9899717914298,2017.8333813576248,0.0038007127605085,51492.67974234382,0.7521131947546671,0.4889066489953328,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6410227739321721,37.49502382948285,17.16275010243128,35.305971599035466,1464668760282324.0,20.9431334218278,837.498099823176,1684.4740680353,0.380071276051,0.0260492632950525,0.519159868710774,37.4949858957149,19.9299251894535,19.85446407449252,0.38007127605085,1.011817901532322,699783742136784.9,24.047579591437163,1466828704541534.2,0.01827124351179626,1.7518724027286405e-05,3.16,35.8,2023-08-06 01:05:00,0.0038007127605085293,0.7521142397383016,0.0,514.9267974234381,5,0.0038007127605085293,16.612959,4.743417,0.7521142397383016,3.4758654,2.6379973e-06,0.6677940552882738,1111.9474051970951,11776.905178293267,-0.6955962148912547,-0.7184329515194577,3.699478711565254,240.09532575012932,0.7197014748093781,inf,0.0,233.7157192285592,0.0,0.0,0.0,0 days,0.0037072075,9.823265e-07,54647.082,0.7054881,-200.44063,0.0,0.0,1.0,-7.210787188745117e-13,4.4184144e-12,2.866585e-16,0.0,0.0,0.0,7.48e-16,4.9100022554109654e-14,3.6973356962807335e-12,1230.8369005204484,4.208616460810135e-12,1.472553358169139e-13,0.0,0.0037072075,9.823265e-07,54647.082,0.7054881,-200.44063,0.0,0.0,0.0,-7.210787188745117e-13,4.4184144e-12,2.866585e-16,0.0,0.0,0.0,7.48e-16,4.9100022554109654e-14,3.6973356962807335e-12,1230.8369005204484,4.208616460810135e-12,1.472553358169139e-13,0.0
6,6,6,141.04739876680597,42.268826759467686,5935.9800000000005,885974.0,TVJ571,202.176666492,0.8422692467658462,34610D,265.46057,19.111206,6.392988,213.13992756109863,68659.61657473243,0.35685631391574846,0.96986489357536,56.5575523132709,69.87490806914,1571.111897741887,0.0028552389207982,47596.28928252322,0.68600712863511,0.4713129359439241,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6525623379854756,34.93744640823788,17.11789954671051,36.28235538999999,1450000000000000.0,19.6652901369907,832.05306707538,1673.98942946697,0.28552389208,0.0258124403806556,0.48493244678768,34.93745403457,18.7867725653363,18.73328456214009,0.28552389207982,0.9860811572156656,680370966020759.2,22.360776506979025,1374737503676112.8,0.017908473339198445,1.6439527653989234e-05,3.16,35.8,2023-08-06 01:06:00,0.002855238920798245,0.686007626140535,0.0,475.96289282523225,6,0.002855238920798245,19.111206,6.392988,0.686007626140535,2.6624827,4.5970214e-06,0.624619475980512,1113.5608438889556,12351.486589520808,-0.9280124073797156,-0.372549287677892,3.4346371513214287,239.247903098265,0.6364863246864629,inf,0.0,232.23372756765104,0.0,0.0,0.0,0 days,0.0027860147,9.439128e-07,60725.594,0.6380047,-202.35455,0.0,0.0,0.9999999999999999,-6.875445661603038e-13,3.922257e-12,2.8369746e-16,0.0,0.0,0.0,7.48e-16,4.308296148897518e-14,3.234712617912579e-12,1231.581150958394,3.370984511354466e-12,1.3754701509877242e-13,0.0,0.0027860147,9.439128e-07,60725.594,0.6380047,-202.35455,0.0,0.0,0.0,-6.875445661603038e-13,3.922257e-12,2.8369746e-16,0.0,0.0,0.0,7.48e-16,4.308296148897518e-14,3.234712617912579e-12,1231.581150958394,3.370984511354466e-12,1.3754701509877242e-13,0.0
7,7,7,140.99160627885297,42.165802001953125,6385.56,885974.0,TVJ571,208.34999982,0.8439111248868759,34610D,263.0828,20.445671,7.682607,218.41021612250785,68603.05902241915,0.35565882200493976,0.762936274040934,50.00092495908388,53.4601705537532,800.4124555052767,0.0022670457156563,44739.09919617161,0.6312020212013701,0.4166743746590323,0.913539563240022,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6717132887689478,26.73069274705168,15.304897170452415,31.79256481511904,1517452637241863.5,16.2967081457025,802.537584905372,1592.32697009876,0.226704571566,0.0238211828399029,0.381468137020467,26.7300852768766,16.013820119019,15.977598173533211,0.2267045715656299,0.8501716243462302,687836751215359.1,21.391628592541768,1319703193477539.8,0.015602104385092812,1.1312448760897601e-05,3.16,35.8,2023-08-06 01:07:00,0.002267045715656343,0.6312024428334799,0.0,447.3909919617161,7,0.002267045715656343,20.445671,7.682607,0.6312024428334799,1.992767,2.1617127e-06,0.5924302541047739,1115.7317961155334,12963.734149278178,-0.9351760437679651,-0.35418323952792735,3.220826086852244,238.5204699296872,0.5721645946171389,inf,0.0,231.10016103804227,0.0,0.0,0.0,0 days,0.002218784,7.901907e-07,65380.02,0.60039985,-210.54988,0.0,0.0,1.0,-6.619074756225021e-13,3.57024e-12,2.7184805e-16,0.0,0.0,0.0,7.48e-16,3.8828172304045886e-14,2.9083326354311994e-12,1232.6146779377589,2.0771447885447224e-12,1.0820023273350451e-13,0.0,0.002218784,7.901907e-07,65380.02,0.60039985,-210.54988,0.0,0.0,0.0,-6.619074756225021e-13,3.57024e-12,2.7184805e-16,0.0,0.0,0.0,7.48e-16,3.8828172304045886e-14,2.9083326354311994e-12,1232.6146779377589,2.0771447885447224e-12,1.0820023273350451e-13,0.0
8,8,8,140.93600250953853,42.056781316207626,6614.160000000001,885974.0,TVJ571,221.725555364,0.8455858363570392,34610D,261.77628,19.721241,7.7639923,220.4503474691645,68553.05809746006,0.3641250518448088,1.188739851402196,53.91863288944351,84.490529697641,2781.136852034286,0.0020772450511069,43340.512388800154,0.6295976702841048,0.4493219407453626,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6796774215157366,42.24572878770476,16.948798200672954,36.28235539,1450000000000000.0,22.3304334014734,870.559544505419,1794.81009607769,0.207724505111,0.0289666008868257,0.594369925701098,42.2452648488205,20.5191464481227,20.476611508203845,0.20772450511069,1.1674720418556808,666944533076560.8,20.856256187980456,1289740215020347.0,0.021672511703153412,1.6696611414261485e-05,3.16,35.8,2023-08-06 01:08:00,0.002077245051106959,0.6295979857526244,0.0,433.4051238880015,8,0.002077245051106959,19.721241,7.7639923,0.6295979857526244,1.4568703,2.1759454e-06,0.576774695242805,1117.9461581072408,12877.115418230198,-0.9398759916806336,-0.3415159150937853,3.161165882185107,238.30987122710061,0.5634448948501565,inf,0.0,230.8469330485259,0.0,0.0,0.0,0 days,0.0020356935,7.024167e-07,67870.875,0.60745245,-219.69444,0.0,0.0,1.0,-6.482414351991308e-13,3.408383e-12,2.650821e-16,0.0,0.0,0.0,7.480000000000001e-16,3.689492285198021e-14,2.7601415945344446e-12,1233.7064862388863,4.266568087170987e-12,1.685880367177406e-13,0.0,0.0020356935,7.024167e-07,67870.875,0.60745245,-219.69444,0.0,0.0,0.0,-6.482414351991308e-13,3.408383e-12,2.650821e-16,0.0,0.0,0.0,7.480000000000001e-16,3.689492285198021e-14,2.7601415945344446e-12,1233.7064862388863,4.266568087170987e-12,1.685880367177406e-13,0.0
9,9,9,140.88292902166194,41.94813537597656,7406.64,885974.0,TVJ571,205.7777776,0.8472633750536012,34610D,257.189,17.54157,8.464218,222.9753491843972,68499.13946457062,0.36778762011344784,1.08570422759856,51.37904963830372,77.0607482455596,2547.744259744943,0.0017543967568684,38763.39764052093,0.7231189343923602,0.4281587469858643,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6935661227940072,38.53016860265484,16.586342274526764,36.28235539,1450000000000000.2,20.4768199235891,862.712105072478,1782.26519022846,0.175439675687,0.0287326427271475,0.54285211379928,38.5303741227798,18.8932190802755,18.860130927741757,0.17543967568684,1.130991788053895,639124829360439.8,18.679839698092284,1170822526875999.0,0.020608890484752722,1.600015952123032e-05,3.16,35.8,2023-08-06 01:09:00,0.0017543967568684799,0.7231183260056221,0.0,387.6339764052093,9,0.0017543967568684799,17.54157,8.464218,0.7231183260056221,1.0450008,2.7664366e-06,0.5250635798737189,1120.1642588901004,11709.442181463151,-0.9150288307110056,-0.4033884467453792,2.8429096692082942,237.12320727227421,0.6186010137949691,inf,0.0,230.12305180740285,0.0,0.0,0.0,0 days,0.0016563438,8.2615566e-07,76218.875,0.6849694,-228.12035,0.0,0.0,1.0,-6.020511177595392e-13,2.8785572e-12,2.7462034e-16,0.0,0.0,0.0,7.48e-16,3.0617198401057893e-14,2.276506005049775e-12,1234.7896665503724,3.0562311014127934e-12,1.539754421214099e-13,0.0,0.0016563438,8.2615566e-07,76218.875,0.6849694,-228.12035,0.0,0.0,0.0,-6.020511177595392e-13,2.8785572e-12,2.7462034e-16,0.0,0.0,0.0,7.48e-16,3.0617198401057893e-14,2.276506005049775e-12,1234.7896665503724,3.0562311014127934e-12,1.539754421214099e-13,0.0
